Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g138),Error (g185),Error (g39),Error (g238),Error (g223),Error (g164),Error (curve),Error (g50),Error (g243),Reduced Error
3009.1,0.017185,9.3062,11.955,0.27939,0.10748,0.12821,0.18401,0.87458,0.20854,1.7008,0.43991,0.068888,3.991784091679203
2995.5,0.017459,9.2682,11.909,0.28007,0.10738,0.12808,0.18391,0.90877,0.20855,1.6829,0.43996,0.068922,4.008491162834192
2994.4,0.017733,9.1811,11.907,0.2817,0.10745,0.12793,0.18383,0.9208,0.20879,1.6997,0.44223,0.069077,4.041456959504241
2998.5,0.017819,9.2522,11.897,0.27812,0.10714,0.12794,0.18372,0.96468,0.20846,1.74,0.44016,0.068956,4.1191767146652944
2615.1,0.027421,9.2515,12.42,0.2046,0.090533,0.12442,0.18158,0.54967,0.19821,2.3015,0.43914,0.072006,4.161663908860395
2997.1,0.01788,9.3733,11.888,0.27256,0.10653,0.12797,0.1836,1.0035,0.20785,1.7709,0.43665,0.068777,4.178367290922736
3891.1,1.3856,333.29,4.7188,0.14114,0.061698,0.11566,0.16296,0.71502,0.13024,2.6503,0.14112,0.063718,4.18181893093825
3523.3,5.3162,447.99,6.0549,0.1474,0.066332,0.11884,0.16203,1.2467,0.12397,2.2339,0.11856,0.067081,4.284848263848776
3519.3,5.3583,448.23,6.0658,0.14758,0.066262,0.1189,0.16179,1.2975,0.124,2.2582,0.1177,0.067063,4.3590108006223725
3002.3,0.018231,9.2711,11.882,0.27447,0.10672,0.12779,0.18347,1.0379,0.20819,1.9184,0.43934,0.068936,4.365207760957914
