Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g262),Error (g80),Error (g126),Error (g237),Error (g223),Error (curve),Error (g51),Error (g72),Reduced Error
1264.7,0.42125,183.99,1.6561,0.12474,0.1198,0.25544,0.16764,0.1852,0.22662,0.63806,0.18371,0.10189,2.0031210252594196
1577.8,0.34939,191.42,1.4339,0.12702,0.12378,0.25496,0.1728,0.19026,0.20125,0.69675,0.18964,0.10586,2.0623214490257347
1192.6,0.4237,186.51,1.7422,0.12388,0.11876,0.25572,0.16544,0.18261,0.27054,0.67724,0.18174,0.099914,2.07584309246371
1257.6,0.4586,187.41,1.5143,0.12615,0.12219,0.25517,0.1709,0.18858,0.23325,0.69733,0.1871,0.10467,2.085338463724087
1257.7,0.45881,187.43,1.5146,0.12615,0.12218,0.25516,0.17089,0.18857,0.23373,0.69694,0.18709,0.10467,2.0853840001963255
1254.3,0.45494,187.47,1.5188,0.1261,0.1221,0.2552,0.17082,0.18849,0.24293,0.70067,0.18698,0.10458,2.0978690586145032
1268.4,0.45119,186.76,1.504,0.12625,0.12238,0.25517,0.17114,0.1888,0.21956,0.72922,0.18735,0.10482,2.1046835479573915
1251.9,0.4589,185.92,1.506,0.12623,0.12233,0.25517,0.17107,0.18875,0.2217,0.7312,0.1873,0.10477,2.1085167605986626
1253.3,0.45404,187.33,1.512,0.12616,0.12223,0.25519,0.17098,0.18865,0.22959,0.72608,0.18714,0.1047,2.1107242189851374
1251.5,0.4544,188.44,1.5305,0.12599,0.12189,0.25522,0.17057,0.18825,0.27611,0.6823,0.18669,0.10439,2.1114008747117916
