Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
760.59,0.49865,138.75,8.281,0.15877,0.12032,0.12631,0.05775,0.13825,0.11451,0.24658,0.070263,0.58582,1.6185702785531215
759.81,0.50358,137.0,8.2631,0.15868,0.12044,0.12636,0.057809,0.13828,0.11387,0.25109,0.070408,0.585,1.6219348053195808
760.11,0.49207,139.13,8.2753,0.15882,0.12029,0.12629,0.05773,0.13825,0.11476,0.24408,0.070265,0.59221,1.6227117802261788
760.68,0.49103,139.07,8.2742,0.15882,0.1203,0.12629,0.057729,0.13826,0.11472,0.24426,0.070278,0.59412,1.62477710287459
750.08,0.49142,138.34,8.2765,0.15889,0.12025,0.12625,0.057712,0.13836,0.11507,0.24951,0.07034,0.58963,1.6260171784208914
752.98,0.49119,139.44,8.2449,0.15894,0.12019,0.12635,0.05777,0.13819,0.1154,0.24527,0.070209,0.59489,1.627212373081986
745.57,0.49477,138.53,8.3613,0.15888,0.12022,0.12606,0.057576,0.13857,0.11516,0.27096,0.070356,0.57028,1.6280690410493552
764.43,0.50167,139.53,8.2481,0.15878,0.1203,0.12643,0.05782,0.13807,0.11462,0.25257,0.070146,0.58954,1.6282754190673925
751.01,0.51874,139.81,8.1506,0.15894,0.12012,0.12675,0.058033,0.13774,0.11557,0.24963,0.069927,0.59209,1.6288065213431242
750.75,0.49376,140.37,8.2787,0.15895,0.12013,0.1263,0.057715,0.13822,0.11572,0.25854,0.070121,0.58382,1.629517705022955
