Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
676.8,0.53902,146.53,8.6074,0.16005,0.11852,0.12641,0.057552,0.13912,0.12415,0.52535,0.06934,0.23403,1.5545388692618014
690.22,0.54207,144.02,8.7826,0.15973,0.11904,0.12578,0.057259,0.13956,0.12126,0.42283,0.069767,0.34786,1.5630810374128754
669.14,0.58044,141.47,8.6121,0.15987,0.11899,0.12659,0.057642,0.1392,0.12225,0.55068,0.069668,0.24073,1.5856135633887933
660.66,0.5939,141.06,8.6186,0.15983,0.11902,0.12659,0.057638,0.13921,0.12235,0.57884,0.069688,0.21906,1.5922177996085318
666.39,0.58005,138.75,8.7529,0.15969,0.11932,0.12605,0.057397,0.13966,0.12064,0.50573,0.070071,0.29818,1.596740611592192
686.23,0.5695,138.81,8.814,0.15954,0.11956,0.12578,0.057284,0.13977,0.11917,0.45508,0.070213,0.35373,1.6001308224053787
682.52,0.57006,138.76,8.8211,0.15955,0.11954,0.12576,0.05727,0.1398,0.11934,0.45664,0.070215,0.35355,1.6016547782838033
682.62,0.57381,138.76,8.8063,0.15954,0.11954,0.12582,0.0573,0.13975,0.11932,0.4633,0.070195,0.34689,1.601664891413237
695.18,0.55536,140.2,8.8566,0.15952,0.11954,0.12559,0.057184,0.13983,0.11907,0.42579,0.070184,0.38789,1.6045845074136527
684.96,0.57004,138.3,8.8682,0.15946,0.11967,0.12559,0.05719,0.13991,0.11876,0.45411,0.070329,0.35994,1.6049623346648036
