Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g59),Error (g63),Error (g237),Error (g303),Reduced Error
1663.6,0.15293,125.78,4.7817,0.054993,0.19971,0.069557,0.13377,0.10341,0.056281,0.6177137286274827
1686.6,0.1514,125.51,4.778,0.054995,0.20047,0.069547,0.13383,0.10346,0.056263,0.6185556160223286
1664.9,0.15316,125.72,4.761,0.055028,0.20049,0.069578,0.13386,0.1036,0.056211,0.6187693031984867
1684.1,0.15139,125.75,4.8122,0.054943,0.20123,0.069511,0.13368,0.10313,0.056378,0.618873039826019
1676.3,0.15082,127.26,4.7632,0.05503,0.20226,0.069604,0.13379,0.1037,0.056175,0.6205515814782128
1691.5,0.14924,127.44,4.8224,0.05494,0.20344,0.069533,0.13356,0.10316,0.056365,0.6210007316834872
1626.4,0.15633,126.28,4.7857,0.054991,0.20484,0.069568,0.1337,0.10333,0.056304,0.6227295640434861
1626.0,0.15614,126.39,4.7887,0.054986,0.20492,0.069569,0.13368,0.10331,0.056312,0.6227739969545314
1626.1,0.15638,126.36,4.7882,0.054987,0.20542,0.069566,0.13369,0.10331,0.056312,0.6232808680549417
1626.5,0.15635,125.65,4.7844,0.054988,0.20541,0.069565,0.13372,0.10331,0.056312,0.6233139048000851
