Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g72),Error (g56),Error (g237),Error (curve),Error (g223),Error (g126),Error (g80),Error (g262),Error (g51),Reduced Error
1496.0,0.17153,122.87,5.3387,0.10917,0.046942,0.098387,0.25944,0.13565,0.030554,0.25505,0.11464,0.134,1.1838419649299456
1489.9,0.17219,122.81,5.342,0.10916,0.046888,0.09837,0.26001,0.13564,0.030542,0.25506,0.11464,0.13401,1.1843292732228323
1494.8,0.17153,122.89,5.3495,0.10916,0.046803,0.09833,0.26041,0.13562,0.030524,0.25509,0.11465,0.13396,1.184530904942497
1580.3,0.16223,122.87,5.3762,0.10945,0.046462,0.09814,0.26119,0.13556,0.030457,0.2552,0.11466,0.13366,1.184761438418324
1495.2,0.17091,123.13,5.3551,0.10914,0.04669,0.098321,0.26109,0.13562,0.030529,0.2551,0.11464,0.13394,1.1850703873351822
1489.9,0.17218,122.67,5.3328,0.10918,0.047017,0.098412,0.26058,0.13567,0.030561,0.25503,0.11464,0.13405,1.1851376451140552
1494.3,0.17204,122.88,5.3437,0.10916,0.046884,0.098358,0.26171,0.13563,0.030537,0.25506,0.11464,0.13399,1.1859781452334466
1488.0,0.17142,123.98,5.3291,0.10917,0.046853,0.09854,0.26248,0.13574,0.030666,0.25497,0.1146,0.13407,1.1870962630730562
1475.0,0.17325,123.8,5.3243,0.10917,0.046896,0.098573,0.26358,0.13576,0.030669,0.25495,0.11459,0.13413,1.1883243142108781
1476.4,0.17287,123.71,5.3047,0.10922,0.047156,0.098702,0.26354,0.13585,0.030728,0.25486,0.11457,0.13422,1.1888548762236728
