Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
903.77,2.7256,186.06,1.8829,0.0,0.0
907.02,2.7368,190.33,1.8493,0.0,0.0
904.05,2.7915,186.36,1.9262,0.0,0.0
920.79,2.7185,190.32,1.8464,0.0,0.0
923.72,2.7504,191.26,1.9066,0.0,0.0
908.17,2.7327,190.02,1.9335,0.0,0.0
915.76,2.7353,191.38,1.8885,0.0,0.0
913.66,2.6861,189.86,1.8966,0.0,0.0
923.83,2.7307,189.82,1.8698,0.0,0.0
901.47,2.7204,183.2,1.9454,0.0,0.0
