Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1718.2,0.15096,124.93,13.428,0.068189,0.13005,0.17788,0.086599,0.063171,0.056388,0.582284273629037
1718.2,0.15096,124.93,13.463,0.068189,0.13007,0.17815,0.086596,0.063146,0.0564,0.5825432912925925
1718.6,0.15309,121.8,13.367,0.068228,0.13001,0.18055,0.08661,0.063193,0.056317,0.5849078284532581
1717.1,0.15479,120.73,13.67,0.068246,0.13004,0.18111,0.086574,0.062971,0.056389,0.5853361761490209
1719.2,0.15079,123.97,13.47,0.068204,0.1301,0.18185,0.086598,0.063142,0.056395,0.5862863139690406
1653.3,0.15886,123.55,13.514,0.06832,0.12977,0.18342,0.08647,0.063006,0.056336,0.5873209245118323
1718.5,0.15308,121.58,13.145,0.068235,0.12993,0.18317,0.086626,0.06336,0.056232,0.5875506206993536
1718.1,0.15135,125.68,13.431,0.068172,0.13002,0.18438,0.0866,0.063165,0.056393,0.5887339303147112
1718.3,0.15083,123.29,13.279,0.068221,0.13004,0.18434,0.086609,0.063279,0.056324,0.5888068351013194
1715.0,0.15451,124.04,13.726,0.068175,0.13004,0.18892,0.086589,0.06292,0.056453,0.5930910400776578
