Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1867.0,0.12806,121.24,15.354,0.068991,0.086406,0.13209,0.17252,0.063086,0.056538,0.5796286308353485
1824.0,0.13013,121.31,15.347,0.069094,0.086282,0.13193,0.17334,0.063127,0.056477,0.5802452528044988
1464.3,0.1465,121.43,14.798,0.069466,0.085551,0.13008,0.17622,0.063694,0.055899,0.5809185727019164
1778.6,0.13085,121.31,15.383,0.069158,0.08618,0.1317,0.17446,0.063187,0.056414,0.5811021920560273
1823.5,0.1291,121.32,15.406,0.069082,0.086286,0.13189,0.17425,0.063131,0.05648,0.5811292382412977
1793.2,0.12803,123.12,15.457,0.06896,0.086304,0.1316,0.17484,0.06318,0.05645,0.5813370880326079
1793.7,0.12797,123.13,15.454,0.068955,0.086309,0.1316,0.17506,0.063181,0.056451,0.5815523167586958
1891.5,0.12723,120.96,15.507,0.069078,0.086368,0.13224,0.17452,0.063028,0.056577,0.5818074398792855
1765.6,0.13019,122.87,15.426,0.069064,0.086202,0.13153,0.1756,0.063199,0.056409,0.5820019827901037
1793.7,0.12947,122.65,15.454,0.069065,0.086238,0.13168,0.17552,0.063159,0.056448,0.582112338105023
