Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (g303),Error (g63),Error (g59),Error (curve),Error (g86),Reduced Error
1044.2,0.1258,134.15,5.795,0.099538,0.057172,0.12473,0.070367,0.38028,0.053551,0.7856339480408335
1034.2,0.12371,133.63,5.8661,0.099442,0.057213,0.12436,0.070323,0.39121,0.053543,0.7960862788510888
1071.3,0.11814,134.67,5.805,0.099602,0.057125,0.12441,0.070424,0.39152,0.053508,0.7965845856167515
1047.6,0.12518,134.96,5.7951,0.099509,0.057167,0.12459,0.070391,0.39519,0.053532,0.8003766329071867
1044.2,0.12228,134.07,5.7949,0.099595,0.057144,0.1246,0.070424,0.39538,0.05353,0.8006732522072105
1125.5,0.11015,133.38,5.7923,0.099815,0.057059,0.12457,0.0704,0.40439,0.053521,0.8097556586117568
1005.8,0.12487,134.24,5.8805,0.099374,0.057225,0.12409,0.070388,0.40723,0.053516,0.8118213804058595
1038.7,0.11709,134.92,5.8961,0.099414,0.057187,0.12376,0.070434,0.41552,0.053475,0.8197951024036809
1074.4,0.11496,135.88,5.6754,0.09991,0.056983,0.12467,0.070674,0.42534,0.053467,0.8310480815308906
1045.5,0.11884,133.05,5.8629,0.099548,0.057173,0.12432,0.070361,0.43344,0.053531,0.8383760039538417
