Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (curve),Error (g86),Error (g237),Error (g303),Error (g59),Reduced Error
1988.9,0.12105,124.06,19.943,0.13116,0.23828,0.055933,0.084041,0.071275,0.061799,0.6424935820855813
1988.9,0.1199,124.62,19.806,0.13104,0.23861,0.05593,0.084111,0.071187,0.061827,0.6427094762709159
1988.9,0.11987,124.63,19.807,0.13104,0.23862,0.05593,0.084112,0.071186,0.061827,0.6427112245936657
1988.9,0.12001,124.62,19.806,0.13105,0.23862,0.055931,0.084109,0.071189,0.061825,0.6427182352031013
1988.9,0.11984,124.9,19.806,0.13102,0.23897,0.055931,0.084128,0.071163,0.061825,0.6430297642989069
1987.3,0.12038,124.43,19.713,0.13105,0.23956,0.055932,0.08411,0.071194,0.061837,0.6436822450988328
1992.6,0.12062,124.39,19.795,0.1311,0.23961,0.055936,0.084083,0.071225,0.06182,0.6437738430769071
1988.9,0.12016,124.98,19.901,0.13104,0.23979,0.055933,0.084111,0.07118,0.061807,0.6438656545145287
1988.9,0.12105,123.75,19.918,0.13118,0.23964,0.055931,0.08403,0.071292,0.061805,0.6438820851532935
1992.6,0.11861,124.84,19.863,0.131,0.24006,0.055924,0.084131,0.071157,0.061831,0.644097244795438
