iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,777.38,27.64,15.082,1.4116,0.3971693685526975,0.14197656159735375,0.44236191171551714
2,179.62,514.0,54.752,1.3876,0.32819119701905164,0.14557406818311874,0.37452886209373154
3,282.67,533.47,74.562,2.0002,0.08907466078349392,0.1313404374663113,0.13088162048472474
4,113.68,624.11,38.565,19.972,0.31424870672202215,0.10503166246697879,0.3476813232475805
5,163.31,575.2,61.71,12.043,0.039130986791761614,0.10216555942713795,0.0716512943849172
6,76.454,190.93,63.836,14.728,0.2947635019378084,0.17135107501240168,0.34930624312247616
7,178.21,592.44,62.189,10.784,0.012061311065777531,0.10176877568957032,0.04445531847258838
8,169.9,580.96,63.889,11.97,0.01866559272734849,0.10203357921537369,0.05114388971431888
9,176.53,494.1,61.555,11.889,0.039402896697939276,0.10157388955589575,0.07173486992172137
10,181.11,587.69,62.764,10.85,0.012826445693690026,0.10165225969285864,0.045183364906848995
11,178.99,529.16,63.706,11.074,0.015451174085126688,0.10163826433025269,0.047803638436007455
12,189.2,492.44,62.525,11.29,0.013890054695305657,0.13431074522961145,0.05664249272260339
