iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,cp_gamma_0,stress_error,geodesic_error,reduced_error
1,83.99,6.1674,47.796,13.845,3.2362e-05,0.4678410453068873,0.07185416492869004,0.49071293636716995
2,226.28,0.07443,57.829,14.074,3.1666e-05,0.10779201735455668,0.07330785939269971,0.13112663373422426
