Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g86),Error (g237),Error (g303),Error (curve),Error (g63),Reduced Error
1099.5,0.021587,2.3642,1.3259,0.071912,0.075331,0.13448,0.049288,0.6628,0.17927,1.1730793614026143
1195.0,0.021129,2.3957,1.3132,0.072006,0.075774,0.13482,0.049455,0.66185,0.17953,1.1734384827064128
1191.0,0.020059,2.3148,1.3163,0.07193,0.075709,0.13457,0.049335,0.66211,0.1798,1.1734508006608582
1199.0,0.020958,2.3968,1.3133,0.071998,0.075765,0.13478,0.049438,0.66226,0.17956,1.1738037713675167
1191.8,0.021465,2.4885,1.311,0.072032,0.075696,0.1348,0.049427,0.66438,0.17937,1.1757077555745354
1195.3,0.020857,2.4244,1.2996,0.072058,0.075952,0.13494,0.049428,0.66389,0.17978,1.1760545633349613
1214.9,0.021639,2.3965,1.3108,0.072063,0.075897,0.13506,0.049577,0.66454,0.17943,1.1765600684933888
1218.0,0.021844,2.399,1.3029,0.072116,0.076057,0.13526,0.049632,0.66537,0.17951,1.1779441072822192
1179.4,0.022446,2.4064,1.318,0.072045,0.075732,0.13503,0.049582,0.6668,0.17914,1.1783285702004345
1214.0,0.022368,2.3149,1.2947,0.072185,0.076369,0.13567,0.049796,0.66522,0.17964,1.1788795191006143
