Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g39),Error (g238),Error (g185),Error (g138),Error (g223),Error (g243),Error (curve),Error (g164),Error (g50),Reduced Error
2905.0,0.13238,131.86,7.9097,0.11862,0.15733,0.066738,0.13107,0.96217,0.060203,0.43741,0.13348,0.11696,2.1839837327390965
940.73,0.13898,150.65,1.9901,0.11161,0.19497,0.049743,0.16821,0.52947,0.076548,0.77463,0.11023,0.18406,2.1994733484716797
3116.3,0.12227,138.62,6.7429,0.11891,0.15893,0.065108,0.13718,1.002,0.062635,0.40955,0.12866,0.1171,2.2000284552967235
2882.8,0.12996,135.43,8.2677,0.1175,0.15774,0.067148,0.12955,0.88082,0.059904,0.54097,0.13459,0.12005,2.2082848910054214
3113.7,0.11926,140.58,6.8497,0.1184,0.15918,0.065223,0.1364,0.96218,0.062484,0.46095,0.12922,0.11898,2.213029694251964
2877.7,0.12968,138.66,6.7823,0.11975,0.15878,0.065866,0.13604,1.0121,0.061919,0.42318,0.12985,0.11644,2.223907426801371
2849.0,0.13432,140.82,6.6155,0.12002,0.15894,0.065751,0.13708,1.0678,0.062249,0.39799,0.12907,0.11559,2.254484611912562
2897.2,0.13481,138.04,6.4763,0.12041,0.15879,0.065446,0.13826,1.0967,0.062628,0.38522,0.12821,0.11393,2.269575043368835
2920.1,0.13472,134.75,6.7462,0.12036,0.15814,0.065655,0.13669,1.0855,0.061998,0.40536,0.1294,0.11365,2.276703960990436
2867.6,0.1343,138.01,6.8703,0.11994,0.15835,0.065917,0.13566,1.0582,0.061688,0.4369,0.1302,0.11551,2.2823922263215315
