Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g138),Error (g185),Error (g39),Error (g238),Error (g223),Error (g164),Error (curve),Error (g50),Error (g243),Reduced Error
3212.2,9.8021,490.39,7.4572,0.12523,0.067372,0.1186,0.15461,0.62379,0.13752,1.2525,0.11263,0.057982,2.6502919538324186
3199.9,9.709,487.03,7.4786,0.12534,0.067179,0.1185,0.15498,0.63241,0.13716,1.3302,0.11341,0.058208,2.7373642559574556
3292.0,9.8611,483.51,7.0913,0.12618,0.067838,0.11906,0.15463,0.76952,0.13725,1.306,0.11136,0.0578,2.8496685822896666
3290.5,9.8651,483.3,7.0873,0.12611,0.067904,0.1191,0.15466,0.81538,0.13728,1.2696,0.11133,0.057784,2.8591230331813278
3196.2,9.7138,486.17,7.4097,0.12495,0.067801,0.11882,0.15512,0.48699,0.13751,1.5994,0.11271,0.058049,2.8613542598633095
3213.8,9.7763,491.02,7.431,0.12515,0.067527,0.11867,0.15459,0.96633,0.13769,1.1465,0.11228,0.057923,2.8867151511047635
3312.5,9.9743,484.39,7.0225,0.12638,0.06786,0.11919,0.15443,0.3497,0.13713,1.78,0.11044,0.057708,2.902850725821543
3196.4,9.684,485.17,7.439,0.12521,0.067424,0.11863,0.15518,0.85994,0.13723,1.2916,0.11346,0.058183,2.926906665809097
3212.4,9.7198,489.86,7.4377,0.12526,0.067408,0.11859,0.15468,0.98587,0.1376,1.1819,0.1127,0.057987,2.9419591026111043
3197.0,9.6836,485.17,7.4331,0.12519,0.067467,0.11865,0.15517,0.87757,0.13727,1.2931,0.11342,0.058162,2.945987881075966
