Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1156.1,0.22992,123.85,5.3711,0.046832,0.10952,0.11425,0.13615,0.098889,0.13408,0.27993,0.25475,0.031038,1.2054400043097715
1155.2,0.23024,123.92,5.3683,0.046878,0.10958,0.11425,0.13615,0.098909,0.13409,0.28012,0.25473,0.031057,1.2057654440154828
1153.4,0.2302,123.98,5.3689,0.046813,0.1095,0.11425,0.13615,0.098905,0.13409,0.28068,0.25474,0.031061,1.2061872096498283
1154.4,0.22992,123.56,5.3568,0.047092,0.10975,0.11427,0.13614,0.098951,0.13416,0.28039,0.25471,0.031068,1.2065285601198177
1156.9,0.23026,123.81,5.3643,0.047005,0.10971,0.11426,0.13615,0.09893,0.13411,0.28127,0.25472,0.031061,1.2072123435894027
1157.2,0.23029,123.89,5.3761,0.04675,0.10944,0.11424,0.13615,0.098865,0.13404,0.28301,0.25476,0.031023,1.208285273545203
1157.3,0.2303,123.97,5.3703,0.046889,0.10961,0.11425,0.13616,0.098905,0.13407,0.28283,0.25473,0.031052,1.2084979644640614
1157.3,0.23032,123.97,5.3743,0.046801,0.10952,0.11424,0.13615,0.098882,0.13405,0.28323,0.25475,0.031038,1.2086609994050215
1147.7,0.23165,124.21,5.3569,0.046955,0.10966,0.11424,0.13614,0.098977,0.13414,0.28326,0.25469,0.031132,1.2091975748740478
1159.4,0.23022,123.79,5.3715,0.046909,0.10962,0.11425,0.13615,0.098892,0.13407,0.28399,0.25474,0.03103,1.209650473899248
