Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1133.3,0.23462,124.11,5.332,0.0467,0.10948,0.11415,0.13661,0.099247,0.13425,0.23352,0.25452,0.031003,1.159483257338716
1133.3,0.23468,124.1,5.3293,0.046745,0.10951,0.11415,0.13662,0.099263,0.13427,0.23375,0.25451,0.031009,1.1598241632836366
1133.9,0.23439,124.33,5.347,0.046452,0.10926,0.11416,0.13659,0.099163,0.13417,0.23621,0.25458,0.030971,1.1615531701121733
1133.5,0.23481,124.32,5.3232,0.046855,0.10959,0.11415,0.13663,0.099315,0.1343,0.23615,0.25447,0.031035,1.1624994402358924
1133.5,0.23481,124.37,5.3272,0.046789,0.10954,0.11415,0.13663,0.099293,0.13428,0.23631,0.25449,0.031026,1.1625049975179076
1134.0,0.23482,124.35,5.3323,0.04671,0.10948,0.11415,0.13661,0.099258,0.13425,0.2367,0.25451,0.03101,1.1626886710779178
1133.4,0.23464,124.6,5.3282,0.04677,0.10951,0.11415,0.13664,0.099303,0.13427,0.23784,0.25448,0.031036,1.163998874219766
1133.0,0.23551,124.06,5.3215,0.046897,0.10962,0.11415,0.13663,0.09931,0.13431,0.23758,0.25448,0.031025,1.1640027480003032
1134.8,0.23487,124.37,5.3286,0.046781,0.10955,0.11415,0.13661,0.09928,0.13428,0.23902,0.2545,0.031019,1.1651787683849801
1133.0,0.23548,124.37,5.3339,0.046695,0.10944,0.11415,0.13662,0.099254,0.13425,0.23971,0.25452,0.031006,1.165639530978748
