Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
189.52,4.3079,291.14,4.1162,0.11693,0.11692941398124419
189.52,4.3079,291.14,4.1162,0.11693,0.11692941414950146
189.52,4.3079,291.14,4.1162,0.11693,0.11692941437138896
189.52,4.3079,291.14,4.1162,0.11693,0.1169294147455969
189.52,4.3079,291.14,4.1162,0.11693,0.11692941482611378
189.52,4.3079,291.14,4.1162,0.11693,0.11692941488211432
189.52,4.3079,291.14,4.1162,0.11693,0.1169294148857221
189.52,4.3079,291.14,4.1162,0.11693,0.11692941490101905
189.52,4.3079,291.14,4.1162,0.11693,0.11692941498777233
189.52,4.3079,291.14,4.1162,0.11693,0.11692941500792194
