Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g190),Error (g60),Error (g278),Error (g79),Error (g237),Error (g189),Error (g178),Error (g215),Reduced Error
1440.4,0.31973,170.99,2.0568,0.42312,0.1855,0.10632,0.098737,0.078757,0.17578,0.23226,0.057354,0.030695,1.388529091148013
1407.6,0.31981,175.61,2.0365,0.44318,0.18568,0.10615,0.099002,0.078814,0.17633,0.2323,0.057946,0.030546,1.4099460088094433
1357.8,0.33681,175.11,2.0494,0.45115,0.1856,0.10618,0.098856,0.078727,0.17605,0.23222,0.057627,0.030755,1.4171642354975367
1345.8,0.34084,174.0,2.0532,0.45538,0.18556,0.10621,0.098805,0.078711,0.17595,0.23221,0.0575,0.03081,1.421128734021985
1347.9,0.34334,174.36,2.042,0.45541,0.18564,0.10616,0.09891,0.078781,0.17623,0.23226,0.057817,0.030622,1.4218437328642817
1361.5,0.3465,170.96,2.042,0.45895,0.18561,0.10622,0.098844,0.078821,0.17617,0.2323,0.057731,0.030523,1.4251586657102475
1336.3,0.3526,171.09,2.0416,0.45997,0.18561,0.1062,0.09886,0.078818,0.1762,0.2323,0.057745,0.030555,1.4262563690912489
1454.8,0.32166,167.92,2.058,0.46441,0.18545,0.10638,0.098665,0.078785,0.1757,0.23229,0.057236,0.030632,1.4295444928329881
1439.9,0.31812,169.74,2.1144,0.4681,0.18511,0.10658,0.098231,0.078443,0.17446,0.232,0.055971,0.031613,1.4304975678528695
1344.2,0.35314,170.8,2.0252,0.46501,0.18574,0.10615,0.099002,0.078921,0.17659,0.23239,0.058166,0.0303,1.432259021759417
