average_strain,average_grain_strain,average_grip_strain,average_stress,average_grain_stress,average_grip_stress,average_elastic,average_grain_elastic,average_grip_elastic,g112_stress,g10_stress,g15_stress,g16_stress,g24_stress,g25_stress,g27_stress,g31_stress,g33_stress,g35_stress,g37_stress,g40_stress,g42_stress,g47_stress,g51_stress,g55_stress,g59_stress,g62_stress,g64_stress,g65_stress,g68_stress,g75_stress,g77_stress,g81_stress,g82_stress,g84_stress,g86_stress,g89_stress,g92_stress,g98_stress,g100_stress,g102_stress,g108_stress,g109_stress,g113_stress,g114_stress,g119_stress,g120_stress,g123_stress,g125_stress,g126_stress,g127_stress,g130_stress,g132_stress,g134_stress,g135_stress,g137_stress,g138_stress,g140_stress,g145_stress,g146_stress,g147_stress,g151_stress,g163_stress,g165_stress,g166_stress,g167_stress,g169_stress,g170_stress,g172_stress,g174_stress,g175_stress,g176_stress,g178_stress,g183_stress,g185_stress,g187_stress,g189_stress,g191_stress,g192_stress,g194_stress,g195_stress,g196_stress,g203_stress,g204_stress,g206_stress,g208_stress,g210_stress,g212_stress,g217_stress,g219_stress,g220_stress,g222_stress,g225_stress,g227_stress,g233_stress,g235_stress,g236_stress,g239_stress,g241_stress,g242_stress,g243_stress,g244_stress,g245_stress,g249_stress,g254_stress,g256_stress,g257_stress,g259_stress,g261_stress,g264_stress,g265_stress,g266_stress,g268_stress,g270_stress,g271_stress,g276_stress,g278_stress,g280_stress,g282_stress,g283_stress,g284_stress,g287_stress,g291_stress,g294_stress,g295_stress,g303_stress,g112_elastic,g10_elastic,g15_elastic,g16_elastic,g24_elastic,g25_elastic,g27_elastic,g31_elastic,g33_elastic,g35_elastic,g37_elastic,g40_elastic,g42_elastic,g47_elastic,g51_elastic,g55_elastic,g59_elastic,g62_elastic,g64_elastic,g65_elastic,g68_elastic,g75_elastic,g77_elastic,g81_elastic,g82_elastic,g84_elastic,g86_elastic,g89_elastic,g92_elastic,g98_elastic,g100_elastic,g102_elastic,g108_elastic,g109_elastic,g113_elastic,g114_elastic,g119_elastic,g120_elastic,g123_elastic,g125_elastic,g126_elastic,g127_elastic,g130_elastic,g132_elastic,g134_elastic,g135_elastic,g137_elastic,g138_elastic,g140_elastic,g145_elastic,g146_elastic,g147_elastic,g151_elastic,g163_elastic,g165_elastic,g166_elastic,g167_elastic,g169_elastic,g170_elastic,g172_elastic,g174_elastic,g175_elastic,g176_elastic,g178_elastic,g183_elastic,g185_elastic,g187_elastic,g189_elastic,g191_elastic,g192_elastic,g194_elastic,g195_elastic,g196_elastic,g203_elastic,g204_elastic,g206_elastic,g208_elastic,g210_elastic,g212_elastic,g217_elastic,g219_elastic,g220_elastic,g222_elastic,g225_elastic,g227_elastic,g233_elastic,g235_elastic,g236_elastic,g239_elastic,g241_elastic,g242_elastic,g243_elastic,g244_elastic,g245_elastic,g249_elastic,g254_elastic,g256_elastic,g257_elastic,g259_elastic,g261_elastic,g264_elastic,g265_elastic,g266_elastic,g268_elastic,g270_elastic,g271_elastic,g276_elastic,g278_elastic,g280_elastic,g282_elastic,g283_elastic,g284_elastic,g287_elastic,g291_elastic,g294_elastic,g295_elastic,g303_elastic,g112_volume,g10_volume,g15_volume,g16_volume,g24_volume,g25_volume,g27_volume,g31_volume,g33_volume,g35_volume,g37_volume,g40_volume,g42_volume,g47_volume,g51_volume,g55_volume,g59_volume,g62_volume,g64_volume,g65_volume,g68_volume,g75_volume,g77_volume,g81_volume,g82_volume,g84_volume,g86_volume,g89_volume,g92_volume,g98_volume,g100_volume,g102_volume,g108_volume,g109_volume,g113_volume,g114_volume,g119_volume,g120_volume,g123_volume,g125_volume,g126_volume,g127_volume,g130_volume,g132_volume,g134_volume,g135_volume,g137_volume,g138_volume,g140_volume,g145_volume,g146_volume,g147_volume,g151_volume,g163_volume,g165_volume,g166_volume,g167_volume,g169_volume,g170_volume,g172_volume,g174_volume,g175_volume,g176_volume,g178_volume,g183_volume,g185_volume,g187_volume,g189_volume,g191_volume,g192_volume,g194_volume,g195_volume,g196_volume,g203_volume,g204_volume,g206_volume,g208_volume,g210_volume,g212_volume,g217_volume,g219_volume,g220_volume,g222_volume,g225_volume,g227_volume,g233_volume,g235_volume,g236_volume,g239_volume,g241_volume,g242_volume,g243_volume,g244_volume,g245_volume,g249_volume,g254_volume,g256_volume,g257_volume,g259_volume,g261_volume,g264_volume,g265_volume,g266_volume,g268_volume,g270_volume,g271_volume,g276_volume,g278_volume,g280_volume,g282_volume,g283_volume,g284_volume,g287_volume,g291_volume,g294_volume,g295_volume,g303_volume,g112_phi_1,g112_Phi,g112_phi_2,g10_phi_1,g10_Phi,g10_phi_2,g15_phi_1,g15_Phi,g15_phi_2,g16_phi_1,g16_Phi,g16_phi_2,g24_phi_1,g24_Phi,g24_phi_2,g25_phi_1,g25_Phi,g25_phi_2,g27_phi_1,g27_Phi,g27_phi_2,g31_phi_1,g31_Phi,g31_phi_2,g33_phi_1,g33_Phi,g33_phi_2,g35_phi_1,g35_Phi,g35_phi_2,g37_phi_1,g37_Phi,g37_phi_2,g40_phi_1,g40_Phi,g40_phi_2,g42_phi_1,g42_Phi,g42_phi_2,g47_phi_1,g47_Phi,g47_phi_2,g51_phi_1,g51_Phi,g51_phi_2,g55_phi_1,g55_Phi,g55_phi_2,g59_phi_1,g59_Phi,g59_phi_2,g62_phi_1,g62_Phi,g62_phi_2,g64_phi_1,g64_Phi,g64_phi_2,g65_phi_1,g65_Phi,g65_phi_2,g68_phi_1,g68_Phi,g68_phi_2,g75_phi_1,g75_Phi,g75_phi_2,g77_phi_1,g77_Phi,g77_phi_2,g81_phi_1,g81_Phi,g81_phi_2,g82_phi_1,g82_Phi,g82_phi_2,g84_phi_1,g84_Phi,g84_phi_2,g86_phi_1,g86_Phi,g86_phi_2,g89_phi_1,g89_Phi,g89_phi_2,g92_phi_1,g92_Phi,g92_phi_2,g98_phi_1,g98_Phi,g98_phi_2,g100_phi_1,g100_Phi,g100_phi_2,g102_phi_1,g102_Phi,g102_phi_2,g108_phi_1,g108_Phi,g108_phi_2,g109_phi_1,g109_Phi,g109_phi_2,g113_phi_1,g113_Phi,g113_phi_2,g114_phi_1,g114_Phi,g114_phi_2,g119_phi_1,g119_Phi,g119_phi_2,g120_phi_1,g120_Phi,g120_phi_2,g123_phi_1,g123_Phi,g123_phi_2,g125_phi_1,g125_Phi,g125_phi_2,g126_phi_1,g126_Phi,g126_phi_2,g127_phi_1,g127_Phi,g127_phi_2,g130_phi_1,g130_Phi,g130_phi_2,g132_phi_1,g132_Phi,g132_phi_2,g134_phi_1,g134_Phi,g134_phi_2,g135_phi_1,g135_Phi,g135_phi_2,g137_phi_1,g137_Phi,g137_phi_2,g138_phi_1,g138_Phi,g138_phi_2,g140_phi_1,g140_Phi,g140_phi_2,g145_phi_1,g145_Phi,g145_phi_2,g146_phi_1,g146_Phi,g146_phi_2,g147_phi_1,g147_Phi,g147_phi_2,g151_phi_1,g151_Phi,g151_phi_2,g163_phi_1,g163_Phi,g163_phi_2,g165_phi_1,g165_Phi,g165_phi_2,g166_phi_1,g166_Phi,g166_phi_2,g167_phi_1,g167_Phi,g167_phi_2,g169_phi_1,g169_Phi,g169_phi_2,g170_phi_1,g170_Phi,g170_phi_2,g172_phi_1,g172_Phi,g172_phi_2,g174_phi_1,g174_Phi,g174_phi_2,g175_phi_1,g175_Phi,g175_phi_2,g176_phi_1,g176_Phi,g176_phi_2,g178_phi_1,g178_Phi,g178_phi_2,g183_phi_1,g183_Phi,g183_phi_2,g185_phi_1,g185_Phi,g185_phi_2,g187_phi_1,g187_Phi,g187_phi_2,g189_phi_1,g189_Phi,g189_phi_2,g191_phi_1,g191_Phi,g191_phi_2,g192_phi_1,g192_Phi,g192_phi_2,g194_phi_1,g194_Phi,g194_phi_2,g195_phi_1,g195_Phi,g195_phi_2,g196_phi_1,g196_Phi,g196_phi_2,g203_phi_1,g203_Phi,g203_phi_2,g204_phi_1,g204_Phi,g204_phi_2,g206_phi_1,g206_Phi,g206_phi_2,g208_phi_1,g208_Phi,g208_phi_2,g210_phi_1,g210_Phi,g210_phi_2,g212_phi_1,g212_Phi,g212_phi_2,g217_phi_1,g217_Phi,g217_phi_2,g219_phi_1,g219_Phi,g219_phi_2,g220_phi_1,g220_Phi,g220_phi_2,g222_phi_1,g222_Phi,g222_phi_2,g225_phi_1,g225_Phi,g225_phi_2,g227_phi_1,g227_Phi,g227_phi_2,g233_phi_1,g233_Phi,g233_phi_2,g235_phi_1,g235_Phi,g235_phi_2,g236_phi_1,g236_Phi,g236_phi_2,g239_phi_1,g239_Phi,g239_phi_2,g241_phi_1,g241_Phi,g241_phi_2,g242_phi_1,g242_Phi,g242_phi_2,g243_phi_1,g243_Phi,g243_phi_2,g244_phi_1,g244_Phi,g244_phi_2,g245_phi_1,g245_Phi,g245_phi_2,g249_phi_1,g249_Phi,g249_phi_2,g254_phi_1,g254_Phi,g254_phi_2,g256_phi_1,g256_Phi,g256_phi_2,g257_phi_1,g257_Phi,g257_phi_2,g259_phi_1,g259_Phi,g259_phi_2,g261_phi_1,g261_Phi,g261_phi_2,g264_phi_1,g264_Phi,g264_phi_2,g265_phi_1,g265_Phi,g265_phi_2,g266_phi_1,g266_Phi,g266_phi_2,g268_phi_1,g268_Phi,g268_phi_2,g270_phi_1,g270_Phi,g270_phi_2,g271_phi_1,g271_Phi,g271_phi_2,g276_phi_1,g276_Phi,g276_phi_2,g278_phi_1,g278_Phi,g278_phi_2,g280_phi_1,g280_Phi,g280_phi_2,g282_phi_1,g282_Phi,g282_phi_2,g283_phi_1,g283_Phi,g283_phi_2,g284_phi_1,g284_Phi,g284_phi_2,g287_phi_1,g287_Phi,g287_phi_2,g291_phi_1,g291_Phi,g291_phi_2,g294_phi_1,g294_Phi,g294_phi_2,g295_phi_1,g295_Phi,g295_phi_2,g303_phi_1,g303_Phi,g303_phi_2
2.0763e-05,2.3276e-05,1.6994e-05,3.5606,3.5607,3.5606,2.0763e-05,2.3276e-05,1.6994e-05,3.6558,3.4195,3.5091,3.6716,3.4871,3.4129,3.3925,3.474,3.4277,3.3725,3.7041,3.5459,3.7015,3.7033,3.7641,3.642,3.6471,3.7424,3.6348,3.4848,3.6535,3.6947,3.4654,3.637,3.5045,3.6393,3.5004,3.4736,3.7346,3.5972,3.6667,3.3963,3.53,3.4238,3.7297,3.5856,3.4448,3.577,3.4776,3.759,3.568,3.6258,3.4251,3.6573,3.4546,3.5824,3.5591,3.6518,3.2155,3.6041,3.4181,3.5321,3.6665,3.6894,3.5646,3.3938,3.5307,3.5984,3.4983,3.3422,3.6824,3.5029,3.4889,3.4545,3.5048,3.3375,3.3478,3.7378,3.7166,3.5451,3.3591,3.6159,3.4605,3.4409,3.576,3.6255,3.6536,3.6063,3.4639,3.4896,3.6587,3.4181,3.6763,3.5123,3.4949,3.3775,3.5846,3.5903,3.5894,3.4536,3.6103,3.6111,3.6162,3.4562,3.7242,3.6006,3.5822,3.5238,3.4607,3.5987,3.5192,3.4146,3.6718,3.5002,3.5533,3.6391,3.5877,3.5026,3.5747,3.2882,3.6355,3.5916,3.5173,3.6733,3.5499,3.5178,3.5361,2.2788e-05,2.422e-05,2.376e-05,2.2521e-05,2.4125e-05,2.3731e-05,2.3798e-05,2.313e-05,2.3052e-05,2.2319e-05,2.2427e-05,2.4283e-05,2.4187e-05,2.4145e-05,2.3051e-05,2.3153e-05,2.2581e-05,2.3787e-05,2.4738e-05,2.4501e-05,2.2753e-05,2.4898e-05,2.2494e-05,2.4139e-05,2.5429e-05,2.287e-05,2.5285e-05,2.385e-05,2.3411e-05,2.2717e-05,2.286e-05,2.4693e-05,2.3377e-05,2.1367e-05,2.2787e-05,2.2467e-05,2.4153e-05,2.4101e-05,2.2553e-05,2.301e-05,2.2742e-05,2.3257e-05,2.2539e-05,2.2515e-05,2.3264e-05,2.2346e-05,2.5666e-05,2.3122e-05,2.3457e-05,2.4775e-05,2.2847e-05,2.3367e-05,2.3337e-05,2.5918e-05,2.5904e-05,2.268e-05,2.2399e-05,2.2414e-05,2.2811e-05,2.3312e-05,2.2786e-05,2.1897e-05,2.1908e-05,2.5021e-05,2.5571e-05,2.3711e-05,2.1868e-05,2.4345e-05,2.2699e-05,2.329e-05,2.2557e-05,2.2366e-05,2.2851e-05,2.3301e-05,2.3527e-05,2.284e-05,2.3426e-05,2.292e-05,2.4169e-05,2.3228e-05,2.2933e-05,2.2954e-05,2.3221e-05,2.2253e-05,2.2129e-05,2.2505e-05,2.316e-05,2.2581e-05,2.2724e-05,2.4245e-05,2.3782e-05,2.2677e-05,2.2519e-05,2.2409e-05,2.3715e-05,2.2641e-05,2.1885e-05,2.2161e-05,2.393e-05,2.288e-05,2.1457e-05,2.2916e-05,2.2901e-05,2.4613e-05,2.4677e-05,2.2135e-05,2.2614e-05,2.1964e-05,2.2162e-05,2.2971e-05,2.1527e-05,2.1873e-05,2.2083e-05,2.2381e-05,2.1578e-05,2.2348e-05,2.1892e-05,1126500.0,243970.0,543910.0,897930.0,154960.0,884250.0,637210.0,497140.0,600880.0,470440.0,2199100.0,656760.0,532120.0,532690.0,250490.0,1401800.0,673460.0,245580.0,254040.0,1290300.0,427640.0,207800.0,273130.0,428480.0,608220.0,1578700.0,175060.0,425570.0,377880.0,417270.0,293390.0,3787600.0,423450.0,158020.0,1375000.0,930330.0,1199100.0,695560.0,471560.0,324440.0,117670.0,937310.0,217790.0,123520.0,689650.0,593990.0,351120.0,792340.0,217420.0,186450.0,203970.0,275640.0,183910.0,822610.0,832810.0,910240.0,577750.0,664990.0,871250.0,235210.0,665660.0,391020.0,213720.0,493980.0,594780.0,407940.0,56070.0,634260.0,777530.0,384920.0,119010.0,250260.0,228950.0,264240.0,578610.0,361990.0,1560200.0,902160.0,661960.0,410430.0,290810.0,548110.0,522730.0,424020.0,361990.0,418260.0,482750.0,539330.0,1388400.0,881360.0,825760.0,1267400.0,208810.0,288760.0,588840.0,517740.0,360140.0,622030.0,555820.0,803670.0,578910.0,228560.0,407090.0,822410.0,514620.0,216170.0,485350.0,314550.0,162770.0,255700.0,1304700.0,384030.0,1036500.0,307280.0,401120.0,295300.0,593300.0,1.9515,2.336,3.9939,2.8917,2.8366,4.5091,3.008,2.8421,5.816,1.2623,2.8596,3.6605,2.8119,2.3315,4.2682,1.7867,1.6721,3.387,1.7877,1.6694,3.3884,0.39491,2.1319,3.2053,0.39652,2.1318,3.2061,1.0063,2.7148,2.8774,1.8167,2.5893,4.0005,3.0063,2.8417,5.8125,1.8974,1.9145,4.4932,1.8976,1.9164,4.4924,2.0677,2.1455,4.6736,1.9422,2.5967,4.8866,1.2872,2.4859,3.9484,0.49866,2.4709,2.4723,2.0505,3.0655,3.9971,0.39421,2.3727,3.4405,1.0049,2.0606,3.2734,2.5451,2.2972,4.291,4.6002,3.0026,0.48756,0.74554,2.425,3.7688,1.701,1.6012,4.1584,2.321,2.7565,4.592,1.6602,1.6814,4.2503,0.3905,1.9238,3.2044,2.1208,2.8132,4.5953,2.6404,2.4471,4.9916,1.6014,2.4362,3.469,1.6611,1.6326,4.0833,1.84,1.9876,3.727,1.4644,2.459,3.3431,1.078,2.2912,3.1569,1.237,2.6904,3.3068,1.467,1.8657,4.1179,1.0235,2.6038,4.0672,5.5447,2.9021,1.8559,2.1664,2.5318,4.5372,0.76564,1.9871,3.35,2.3496,2.1016,4.1928,2.3863,2.5132,4.4292,0.73952,2.4663,2.8457,0.0058024,2.6896,2.0494,2.6415,2.4455,4.9931,3.2078,2.9385,6.1978,1.141,2.5625,3.0666,1.6608,1.6326,4.0891,1.2902,1.7552,3.7992,1.7001,2.0081,3.4511,0.5341,1.9773,3.2562,2.3184,2.1835,4.4579,0.32497,2.2972,3.4115,0.21982,2.6178,3.3401,0.55366,2.7857,3.2493,1.265,2.506,2.9763,0.44908,2.4497,2.7163,1.4731,2.0955,4.3486,1.3948,1.8078,4.2925,0.44316,2.4511,2.712,0.442,2.448,2.7094,1.0481,2.167,3.6606,1.5283,1.6178,3.2865,0.2218,2.6182,3.3397,2.9739,2.8699,5.8904,1.9425,2.0523,3.9896,1.8898,1.9666,3.9048,2.1423,2.1547,4.9813,1.242,2.6256,2.8872,4.689,2.9884,0.41417,0.69815,1.9305,2.9946,1.9033,1.9594,3.8848,1.193,1.8473,3.6435,1.9785,1.8985,3.8194,0.46069,2.4508,2.5662,1.3915,2.1561,3.1763,0.63771,1.9471,3.1195,0.50721,3.0398,2.424,6.1737,2.8636,2.5376,1.4411,2.2516,3.5654,4.692,2.9901,0.41461,2.4261,2.337,4.5575,2.1684,2.1867,4.1019,1.122,2.7992,3.6469,1.8914,1.9661,3.9061,2.6469,2.2918,4.7933,0.78014,2.1418,3.9578,2.4669,2.7244,4.9903,1.6014,1.8361,4.2592,1.8906,1.9656,3.9066,2.4691,2.7243,4.9932,1.445,2.3902,3.259,5.9223,2.8792,2.2005,2.0141,1.9505,4.7515,1.1176,2.8008,3.6436,1.3729,2.3888,3.8401,1.1207,2.8005,3.6468,1.8401,1.8007,4.0943,1.9097,2.0687,4.3835,0.97871,2.0888,2.8325,0.066921,2.7974,2.8317,1.087,1.9609,4.2608,1.6128,1.8057,3.9685,1.3817,1.5865,3.8363,0.91022,2.4626,2.7711,2.1087,2.557,4.921,1.9729,1.9887,4.4761,1.1622,3.0751,3.3969,1.4462,1.4652,4.2333,0.7461,1.9976,2.7445,2.1554,2.3804,3.7113,0.69007,2.1931,3.9428,1.9905,2.1289,3.4396,1.0829,2.1906,3.6363,2.5302,1.9987,4.4673,2.7132,2.3755,5.0125
5.1908e-05,5.8189e-05,4.2485e-05,8.9014,8.9015,8.9014,5.1908e-05,5.8189e-05,4.2485e-05,9.1394,8.5485,8.7726,9.1788,8.7177,8.532,8.4811,8.6848,8.569,8.4311,9.2601,8.8645,9.2536,9.258,9.4101,9.1048,9.1176,9.3558,9.087,8.7118,9.1337,9.2366,8.6633,9.0923,8.7611,9.0982,8.751,8.6838,9.3364,8.9927,9.1665,8.4906,8.8249,8.5594,9.3241,8.964,8.6118,8.9424,8.6939,9.3974,8.9199,9.0644,8.5626,9.143,8.6363,8.9559,8.8976,9.1293,8.0385,9.0101,8.545,8.8302,9.1662,9.2234,8.9113,8.4842,8.8267,8.9958,8.7455,8.3555,9.2059,8.757,8.722,8.636,8.7618,8.3435,8.3694,9.3444,9.2914,8.8627,8.3976,9.0395,8.6512,8.6021,8.9399,9.0635,9.1339,9.0156,8.6597,8.724,9.1466,8.545,9.1907,8.7806,8.7372,8.4437,8.9613,8.9757,8.9735,8.6338,9.0257,9.0275,9.0404,8.6404,9.3103,9.0013,8.9554,8.8092,8.6516,8.9965,8.798,8.5363,9.1795,8.7504,8.8831,9.0975,8.9691,8.7563,8.9367,8.2205,9.0885,8.9789,8.7931,9.1832,8.8745,8.7943,8.84,5.6969e-05,6.0548e-05,5.94e-05,5.6302e-05,6.0313e-05,5.9327e-05,5.9493e-05,5.7823e-05,5.7628e-05,5.5797e-05,5.6068e-05,6.0706e-05,6.0466e-05,6.0362e-05,5.7626e-05,5.7881e-05,5.6452e-05,5.9466e-05,6.1845e-05,6.1252e-05,5.6883e-05,6.2243e-05,5.6235e-05,6.0346e-05,6.3571e-05,5.7175e-05,6.3211e-05,5.9624e-05,5.8528e-05,5.6791e-05,5.7149e-05,6.1732e-05,5.8443e-05,5.3418e-05,5.6966e-05,5.6166e-05,6.0381e-05,6.025e-05,5.6382e-05,5.7523e-05,5.6853e-05,5.8141e-05,5.6346e-05,5.6287e-05,5.8159e-05,5.5865e-05,6.4165e-05,5.7804e-05,5.8642e-05,6.1937e-05,5.7116e-05,5.8418e-05,5.8341e-05,6.4795e-05,6.4759e-05,5.6698e-05,5.5996e-05,5.6035e-05,5.7027e-05,5.8279e-05,5.6964e-05,5.4741e-05,5.4769e-05,6.2551e-05,6.3926e-05,5.9277e-05,5.4669e-05,6.0863e-05,5.6747e-05,5.8225e-05,5.6391e-05,5.5913e-05,5.7127e-05,5.8252e-05,5.8817e-05,5.7099e-05,5.8565e-05,5.7298e-05,6.0421e-05,5.8069e-05,5.733e-05,5.7384e-05,5.8051e-05,5.5631e-05,5.5321e-05,5.6261e-05,5.79e-05,5.6451e-05,5.6809e-05,6.0611e-05,5.9453e-05,5.6691e-05,5.6296e-05,5.6022e-05,5.9286e-05,5.6602e-05,5.4712e-05,5.5402e-05,5.9823e-05,5.7198e-05,5.3641e-05,5.7289e-05,5.7251e-05,6.1532e-05,6.1691e-05,5.5337e-05,5.6534e-05,5.4908e-05,5.5404e-05,5.7427e-05,5.3816e-05,5.4681e-05,5.5208e-05,5.5952e-05,5.3943e-05,5.587e-05,5.4727e-05,1126500.0,243970.0,543910.0,897930.0,154960.0,884250.0,637210.0,497140.0,600880.0,470440.0,2199100.0,656760.0,532120.0,532690.0,250490.0,1401800.0,673460.0,245580.0,254040.0,1290300.0,427640.0,207800.0,273130.0,428480.0,608220.0,1578700.0,175060.0,425570.0,377880.0,417270.0,293390.0,3787600.0,423450.0,158020.0,1375000.0,930330.0,1199100.0,695560.0,471560.0,324440.0,117670.0,937310.0,217790.0,123520.0,689650.0,593990.0,351120.0,792340.0,217420.0,186450.0,203970.0,275640.0,183910.0,822610.0,832810.0,910240.0,577750.0,664990.0,871250.0,235210.0,665660.0,391020.0,213720.0,493980.0,594780.0,407940.0,56070.0,634260.0,777530.0,384920.0,119010.0,250260.0,228950.0,264240.0,578610.0,361990.0,1560200.0,902160.0,661960.0,410430.0,290810.0,548110.0,522730.0,424020.0,361990.0,418260.0,482750.0,539330.0,1388400.0,881360.0,825760.0,1267400.0,208810.0,288760.0,588840.0,517740.0,360140.0,622030.0,555820.0,803670.0,578910.0,228560.0,407090.0,822410.0,514620.0,216170.0,485350.0,314550.0,162770.0,255700.0,1304700.0,384030.0,1036500.0,307280.0,401120.0,295300.0,593300.0,1.9515,2.336,3.9939,2.8917,2.8366,4.5091,3.008,2.8421,5.816,1.2623,2.8596,3.6605,2.8119,2.3315,4.2682,1.7867,1.6721,3.387,1.7878,1.6694,3.3884,0.3949,2.1319,3.2053,0.39652,2.1318,3.2061,1.0063,2.7148,2.8774,1.8167,2.5893,4.0005,3.0064,2.8417,5.8125,1.8974,1.9145,4.4932,1.8976,1.9164,4.4924,2.0677,2.1455,4.6736,1.9422,2.5967,4.8866,1.2872,2.4859,3.9484,0.49866,2.4709,2.4723,2.0505,3.0655,3.9972,0.39421,2.3727,3.4405,1.0049,2.0606,3.2734,2.5451,2.2972,4.291,4.6002,3.0026,0.48755,0.74554,2.425,3.7688,1.701,1.6012,4.1584,2.321,2.7565,4.592,1.6602,1.6814,4.2503,0.3905,1.9238,3.2044,2.1208,2.8132,4.5953,2.6404,2.4471,4.9916,1.6014,2.4362,3.469,1.6611,1.6326,4.0833,1.84,1.9876,3.727,1.4644,2.459,3.3431,1.078,2.2912,3.1569,1.237,2.6904,3.3068,1.467,1.8657,4.1179,1.0235,2.6038,4.0672,5.5447,2.9021,1.8559,2.1664,2.5318,4.5372,0.76564,1.9871,3.35,2.3496,2.1016,4.1928,2.3863,2.5132,4.4292,0.73952,2.4663,2.8457,0.0058062,2.6896,2.0494,2.6415,2.4455,4.9931,3.2078,2.9385,6.1978,1.141,2.5625,3.0666,1.6608,1.6326,4.0891,1.2902,1.7552,3.7992,1.7001,2.0081,3.4511,0.5341,1.9773,3.2562,2.3184,2.1835,4.4579,0.32497,2.2972,3.4115,0.21982,2.6178,3.3401,0.55366,2.7857,3.2494,1.265,2.506,2.9763,0.44909,2.4497,2.7163,1.4731,2.0955,4.3486,1.3948,1.8078,4.2925,0.44315,2.4511,2.712,0.442,2.448,2.7094,1.0481,2.167,3.6606,1.5283,1.6178,3.2865,0.2218,2.6182,3.3397,2.9739,2.8699,5.8904,1.9425,2.0523,3.9896,1.8898,1.9666,3.9048,2.1423,2.1547,4.9813,1.242,2.6256,2.8872,4.689,2.9884,0.41416,0.69815,1.9305,2.9946,1.9033,1.9594,3.8848,1.193,1.8473,3.6435,1.9785,1.8985,3.8194,0.46069,2.4508,2.5662,1.3915,2.1561,3.1763,0.63771,1.9471,3.1195,0.50721,3.0398,2.424,6.1737,2.8636,2.5376,1.441,2.2516,3.5654,4.692,2.9901,0.4146,2.4261,2.337,4.5575,2.1684,2.1867,4.1019,1.122,2.7992,3.6469,1.8914,1.9661,3.9061,2.6469,2.2918,4.7933,0.78014,2.1418,3.9578,2.4669,2.7244,4.9903,1.6014,1.8361,4.2592,1.8906,1.9656,3.9066,2.4691,2.7243,4.9932,1.445,2.3902,3.259,5.9223,2.8792,2.2005,2.0141,1.9505,4.7515,1.1176,2.8008,3.6436,1.3729,2.3888,3.8401,1.1207,2.8005,3.6468,1.8401,1.8007,4.0943,1.9097,2.0687,4.3835,0.97871,2.0888,2.8325,0.066915,2.7974,2.8317,1.087,1.9609,4.2608,1.6128,1.8057,3.9685,1.3817,1.5865,3.8363,0.91022,2.4625,2.7711,2.1087,2.557,4.921,1.973,1.9887,4.4761,1.1623,3.0751,3.3969,1.4462,1.4652,4.2333,0.7461,1.9976,2.7445,2.1553,2.3804,3.7113,0.69006,2.1931,3.9428,1.9905,2.1289,3.4396,1.0829,2.1906,3.6363,2.5302,1.9987,4.4673,2.7132,2.3755,5.0125
