Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
92.389,0.010655,202.11,1.1125,0.17117,0.13268,0.20815,0.095859,0.097181,0.10264,1.2319,0.10032,0.20877,2.348660873936205
37.02,0.0061607,260.59,1.013,0.17166,0.13472,0.21047,0.097359,0.097158,0.10385,1.319,0.10467,0.21197,2.4508933927602947
12.659,0.18591,278.13,2.9266,0.16279,0.10945,0.18162,0.078663,0.10643,0.12047,1.1662,0.059673,0.47324,2.4585324862304403
318.34,4.8402,78.185,12.284,0.1591,0.1136,0.12175,0.063293,0.1514,0.24307,1.0933,0.075531,0.44583,2.4668638381285355
311.89,4.776,79.355,12.27,0.15914,0.11342,0.1217,0.063324,0.15145,0.24387,0.9881,0.075683,0.56522,2.48190932376564
325.41,4.8798,80.27,12.055,0.15931,0.1133,0.12179,0.063348,0.15127,0.24123,1.1731,0.075592,0.39694,2.495910705639882
8.1651,0.085161,286.37,2.7335,0.16337,0.11341,0.19052,0.081967,0.1023,0.11177,1.0677,0.066827,0.60468,2.502569612673641
987.25,0.37255,248.21,11.0,0.15086,0.11292,0.19638,0.069134,0.11374,0.082742,1.3227,0.048827,0.41461,2.511974434684588
1418.1,0.30149,222.74,8.9527,0.15359,0.11403,0.19677,0.072771,0.10949,0.085306,1.4355,0.053077,0.33425,2.5547635968053033
29.832,0.36815,306.26,3.1766,0.16197,0.10869,0.17605,0.076698,0.10824,0.11535,1.2084,0.056786,0.5618,2.5740105253858845
