Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
687.01,0.76815,156.29,2.5435,0.027361,0.027361237778164862
687.01,0.76815,156.29,2.5435,0.027361,0.027361237778164883
687.01,0.76815,156.29,2.5435,0.027361,0.0273612377781649
687.01,0.76815,156.29,2.5435,0.027361,0.027361237778164908
687.01,0.76815,156.29,2.5435,0.027361,0.027361237778164946
687.01,0.76815,156.29,2.5435,0.027361,0.027361237778164956
687.01,0.76815,156.29,2.5435,0.027361,0.027361237778164963
687.01,0.76815,156.29,2.5435,0.027361,0.027361237778164967
687.01,0.76815,156.29,2.5435,0.027361,0.027361237778164967
687.01,0.76815,156.29,2.5435,0.027361,0.027361237778164973
