Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g72),Error (g56),Error (g237),Error (curve),Error (g223),Error (g126),Error (g80),Error (g262),Error (g51),Reduced Error
1366.8,0.19439,124.51,4.5783,0.1084,0.058572,0.10511,0.32363,0.13984,0.033906,0.25073,0.11377,0.13973,1.2737051255144536
1370.3,0.19422,124.3,4.5773,0.10847,0.058625,0.10512,0.32437,0.13984,0.033895,0.25073,0.11377,0.13975,1.2745604776425064
1370.8,0.19319,124.99,4.5799,0.10842,0.058504,0.10511,0.3246,0.13982,0.033924,0.25074,0.11377,0.13971,1.2746041909108023
1389.3,0.19355,123.3,4.6023,0.10891,0.058402,0.10481,0.32791,0.13965,0.033664,0.25091,0.11378,0.13959,1.2776170073214033
1393.4,0.19318,123.47,4.6154,0.10897,0.058186,0.10468,0.32842,0.13956,0.033592,0.25099,0.11379,0.13949,1.2776716521400295
1351.5,0.19437,125.11,4.7034,0.1084,0.05634,0.10387,0.33253,0.13926,0.033258,0.25147,0.11394,0.13878,1.2778464225682729
1400.3,0.19196,123.56,4.5748,0.10896,0.05888,0.10509,0.32779,0.13975,0.033826,0.25075,0.11374,0.1398,1.2785828353524469
1388.4,0.19358,123.42,4.5346,0.10863,0.05953,0.10551,0.32714,0.14,0.034066,0.25049,0.1137,0.1401,1.2791699735792652
1375.4,0.19501,123.98,4.5084,0.10824,0.059862,0.10582,0.32661,0.14017,0.034265,0.25031,0.11369,0.14028,1.2792580791249228
1370.6,0.19422,124.95,4.5777,0.10838,0.058566,0.10512,0.32928,0.13981,0.033924,0.25073,0.11377,0.13973,1.2793101776424913
