Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1536.1,0.15085,125.02,16.01,0.070346,0.084924,0.12938,0.32951,0.062948,0.055778,0.73288825265689
1564.3,0.14856,124.61,15.94,0.070359,0.084936,0.12946,0.33009,0.062954,0.055786,0.7335855221582681
1563.2,0.14926,124.57,15.993,0.070393,0.084909,0.12948,0.33016,0.062936,0.055786,0.7336679335460509
1564.2,0.14838,124.74,15.927,0.07034,0.08495,0.12944,0.3302,0.062959,0.055788,0.7336816175755357
1564.2,0.14919,124.6,15.939,0.070376,0.084924,0.12947,0.33025,0.062945,0.055789,0.7337560736481391
1560.6,0.14855,125.03,16.019,0.070335,0.084946,0.12944,0.33036,0.062945,0.055787,0.7338104287172559
1572.0,0.14884,123.74,16.126,0.070524,0.084814,0.12956,0.33135,0.062913,0.055773,0.7349348079071725
1561.5,0.14833,124.53,15.993,0.070368,0.084929,0.12946,0.33178,0.062951,0.05578,0.7352691642253762
1584.1,0.14789,124.64,15.927,0.070379,0.084926,0.12952,0.33243,0.062941,0.055798,0.7359925482250393
1537.4,0.14973,126.15,15.995,0.070209,0.08502,0.12931,0.33348,0.062961,0.055792,0.7367776600282032
