Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1490.2,0.1717,124.1,6.7901,0.062144,0.13,0.18706,0.092944,0.067872,0.054696,0.5947169466771265
1491.0,0.17147,124.05,6.733,0.062017,0.13006,0.18712,0.093108,0.067923,0.054679,0.5949092553088557
1490.7,0.1717,123.58,6.7135,0.061977,0.1301,0.18739,0.093158,0.067939,0.054666,0.5952313995052806
1490.8,0.17042,124.85,6.7011,0.06193,0.13007,0.18837,0.093221,0.067963,0.054687,0.5962434661675002
1490.2,0.17106,124.05,6.674,0.061878,0.13012,0.18834,0.093286,0.067983,0.054664,0.5962733916329729
1494.6,0.17164,124.05,6.7647,0.062087,0.13003,0.18862,0.093015,0.067889,0.054685,0.5963301377863699
1884.0,0.13322,124.11,7.2268,0.062537,0.12927,0.18981,0.09242,0.067807,0.054646,0.5964965744480296
1497.8,0.1717,123.57,6.5768,0.061708,0.13032,0.1883,0.093515,0.068025,0.054653,0.5965199928184804
1489.6,0.17129,123.27,6.7559,0.06208,0.13005,0.18909,0.093032,0.067911,0.054676,0.5968420678468642
1495.7,0.17143,124.08,6.5613,0.061659,0.13031,0.18866,0.093575,0.068048,0.054655,0.5969101911215172
