Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (curve),Error (g86),Error (g237),Error (g303),Error (g59),Reduced Error
1996.3,0.11349,125.71,19.07,0.12911,0.14016,0.05556,0.084001,0.07107,0.062597,0.5425006343477854
1992.7,0.11352,125.5,19.081,0.12912,0.14057,0.055551,0.08396,0.071114,0.062607,0.542921579277365
1989.4,0.11417,124.8,19.125,0.12936,0.14123,0.055561,0.083832,0.071282,0.062589,0.5438477637250811
1990.1,0.11446,124.85,19.122,0.12939,0.14206,0.055562,0.083817,0.071299,0.062582,0.5447047824346029
1989.4,0.11388,125.57,19.151,0.12919,0.14246,0.055567,0.083932,0.07115,0.062601,0.544903821904268
1995.7,0.11344,126.05,19.096,0.12906,0.14299,0.055566,0.084036,0.071024,0.0626,0.5452787684851041
1989.4,0.11416,124.64,19.126,0.12939,0.14278,0.055562,0.083817,0.071304,0.062587,0.545442274908427
1999.5,0.11486,124.61,19.601,0.13013,0.14269,0.055791,0.083999,0.071249,0.062437,0.5462911466959528
1999.3,0.1151,124.69,19.598,0.13013,0.14298,0.055789,0.083989,0.071258,0.062435,0.546579340826667
1999.5,0.11496,124.44,19.582,0.13014,0.14322,0.055784,0.083978,0.071273,0.062439,0.5468343427375303
