Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
3412.4,0.10485,158.89,3.5156,0.26253,0.044278,0.22037,0.05937,0.097296,0.11337,0.0829,0.11923,0.13631,1.1356517127374846
3461.6,0.1026,159.23,3.5646,0.26413,0.044345,0.2203,0.058412,0.097278,0.11335,0.082258,0.1195,0.13614,1.135721573342152
3462.4,0.10261,159.27,3.5647,0.26428,0.044345,0.2203,0.058412,0.097279,0.11335,0.082259,0.1195,0.13614,1.1358691306586424
3414.8,0.1048,158.89,3.524,0.26331,0.044292,0.22036,0.059203,0.097292,0.11336,0.082788,0.11928,0.13628,1.136162699865407
3412.8,0.10489,158.9,3.524,0.26347,0.044292,0.22036,0.059202,0.097292,0.11335,0.082787,0.11928,0.13628,1.136316263225592
3414.7,0.10429,159.3,3.5103,0.26354,0.044272,0.22037,0.059469,0.09731,0.11337,0.082959,0.11919,0.13633,1.1368156977713428
3414.3,0.10423,159.38,3.513,0.26398,0.044276,0.22037,0.059415,0.097311,0.11337,0.082921,0.1192,0.13632,1.137163447237484
3446.4,0.10329,159.21,3.5681,0.26573,0.044354,0.22029,0.058344,0.097274,0.11333,0.08221,0.11951,0.13614,1.13718902614032
3452.5,0.10261,159.5,3.5644,0.26564,0.04435,0.22029,0.058405,0.097286,0.11334,0.082245,0.11949,0.13615,1.137198448328417
3421.5,0.10419,159.13,3.4991,0.26355,0.044251,0.22039,0.059699,0.097312,0.1134,0.083119,0.11914,0.13636,1.1372282776628764
