Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
7.0617e-06,14.054,811.22,485.92,411.31,775.31,12.055,2.3783,0.41063,0.1282,0.048727,0.10445,0.14449,0.21484,0.063571,0.22404,0.098487,1.4374495870545205
7.2417e-06,14.741,810.28,485.8,462.82,775.4,10.722,2.2121,0.41168,0.1284,0.0483,0.10486,0.14463,0.22211,0.065321,0.22421,0.10014,1.4496474320899053
7.2434e-06,14.102,810.29,485.55,398.28,775.38,11.466,2.1811,0.40318,0.12871,0.048128,0.10446,0.1453,0.22933,0.066648,0.22458,0.10094,1.4512745918210503
7.1589e-06,14.736,811.12,483.82,389.99,774.91,11.651,2.2915,0.4325,0.12851,0.048468,0.10442,0.14493,0.2239,0.065141,0.22431,0.09976,1.4719429118531693
8.9776e-06,14.279,811.22,486.68,410.15,774.91,12.0,2.4155,0.46159,0.12817,0.048757,0.1047,0.14377,0.2047,0.062784,0.22402,0.097719,1.476202378808789
7.8236e-06,9.6911,810.66,485.53,331.09,775.38,11.448,2.1852,0.46965,0.1292,0.048942,0.10483,0.14464,0.22439,0.065738,0.22484,0.10003,1.5122726459140465
7.3538e-06,14.206,810.6,482.93,399.93,774.89,11.61,2.4577,0.49833,0.12823,0.049141,0.1047,0.14388,0.21063,0.062315,0.2239,0.097513,1.5186257193878283
7.4909e-06,14.472,810.3,440.88,390.22,775.38,11.746,2.542,0.52362,0.12816,0.049673,0.10458,0.14348,0.20636,0.061179,0.22382,0.096347,1.5372323699412929
6.9861e-06,13.173,810.54,524.2,412.14,779.13,11.465,2.5763,0.53657,0.1281,0.049516,0.10518,0.14321,0.20273,0.06051,0.22352,0.096236,1.5455768843527298
4.3886e-06,12.687,810.52,486.89,391.16,919.75,10.936,2.2465,0.48754,0.12889,0.048788,0.10417,0.14704,0.25663,0.066986,0.22408,0.10229,1.5664130424047806
