Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1459.2,0.25245,162.59,3.0693,0.0087574,0.008757435548813787
1459.2,0.25245,162.6,3.0693,0.0087575,0.008757531093992759
1459.2,0.25245,162.6,3.0693,0.0087578,0.008757781472248514
1459.2,0.25245,162.62,3.0693,0.0087595,0.008759536103727553
1459.2,0.25245,162.62,3.0693,0.0087597,0.008759745595689317
1459.2,0.25245,162.62,3.0693,0.0087597,0.00875974952008385
1459.2,0.25245,162.62,3.0693,0.0087598,0.008759794628917359
1459.2,0.25245,162.62,3.0693,0.0087598,0.008759826361160633
1459.2,0.25245,162.62,3.0693,0.0087598,0.008759848086215152
1459.2,0.25245,162.63,3.0693,0.0087599,0.008759874401734083
