Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
3773.8,0.10135,142.04,3.0899,0.48134,0.046869,0.21897,0.055895,0.098477,0.11777,0.084857,0.11879,0.13651,1.35947941921793
3771.6,0.098097,137.11,2.6777,0.53115,0.046321,0.21917,0.060807,0.097009,0.11825,0.088217,0.11919,0.13701,1.4171322460837072
3685.6,0.099969,143.62,3.2008,0.59436,0.047183,0.21895,0.054401,0.098898,0.11732,0.083684,0.11878,0.13633,1.46990932869228
3752.3,0.095221,140.86,2.7885,0.59193,0.046682,0.21919,0.059329,0.097406,0.11813,0.087266,0.11882,0.13693,1.4756756281586247
3533.7,0.10475,115.24,2.2043,0.62365,0.045334,0.21893,0.066495,0.095113,0.11741,0.091241,0.12217,0.13717,1.5175044597474163
3770.3,0.09114,147.18,2.9089,0.65695,0.047324,0.21925,0.057833,0.097968,0.11821,0.086446,0.11811,0.1369,1.5389993507090611
3771.9,0.09117,145.28,2.7616,0.6554,0.047047,0.21934,0.059745,0.097474,0.11849,0.087784,0.1182,0.13711,1.5405856473892525
3767.8,0.091105,145.97,2.7787,0.65635,0.047114,0.21934,0.059544,0.097557,0.11848,0.087661,0.11814,0.1371,1.5412811650868283
3780.0,0.091853,145.28,2.8682,0.6615,0.047102,0.21923,0.05838,0.097784,0.11826,0.086779,0.11829,0.13692,1.5442552013701232
3763.8,0.092464,144.99,2.7461,0.66575,0.047005,0.21934,0.059996,0.09744,0.11851,0.087954,0.11823,0.13713,1.5513652367693402
