Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g207),Error (curve),Error (g72),Error (g262),Error (g240),Error (g14),Error (g101),Error (g287),Error (g95),Reduced Error
0.24105,45.678,587.18,528.09,325.01,527.16,58.715,16.729,0.030308,0.41111,0.10488,0.14545,0.22407,0.065997,0.04718,0.10419,0.15567,1.2888598817556645
0.15952,47.312,570.36,757.65,316.29,509.53,81.502,14.796,0.036249,0.42876,0.10316,0.14037,0.22377,0.063405,0.042518,0.10796,0.1469,1.2930943631211722
0.23843,45.925,572.19,503.4,319.83,525.56,58.049,16.425,0.029837,0.42281,0.10581,0.14638,0.22397,0.066195,0.047944,0.10391,0.15604,1.302907798956609
0.16732,48.099,545.62,765.45,318.51,509.66,81.223,14.781,0.036911,0.44367,0.10331,0.14072,0.22354,0.062976,0.042611,0.10806,0.14596,1.3077605059143647
0.16073,46.551,563.55,766.39,320.53,508.86,79.359,14.843,0.036569,0.44582,0.10316,0.14064,0.22366,0.063177,0.042672,0.10798,0.14661,1.3102979890076276
0.1622,45.648,568.71,761.04,319.23,528.34,81.705,14.604,0.037406,0.45006,0.1027,0.14066,0.22323,0.063341,0.042887,0.10808,0.14639,1.3147666299552394
0.032919,47.442,559.86,764.32,300.81,509.5,79.557,14.804,0.037042,0.45481,0.10271,0.13884,0.22225,0.064486,0.042892,0.10743,0.14598,1.316439530230186
0.15991,47.085,576.59,761.21,328.47,491.71,80.053,14.979,0.035575,0.45828,0.1037,0.14017,0.22419,0.063286,0.042238,0.10799,0.147,1.322436307438302
0.15322,26.65,737.66,770.24,324.53,509.56,80.356,15.516,0.033299,0.46664,0.10195,0.13886,0.22543,0.066393,0.04261,0.10756,0.15267,1.3353974407451747
0.15921,48.204,575.66,756.63,323.53,522.96,81.192,16.205,0.035862,0.47324,0.10295,0.1393,0.22399,0.063712,0.041359,0.10795,0.14715,1.3355167992141157
