Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g63),Error (g303),Error (g237),Error (g59),Reduced Error
606.08,0.45531,101.14,19.718,0.056294,0.50532,0.12317,0.061427,0.092576,0.062358,0.9011497919268195
591.82,0.47606,101.24,19.718,0.056231,0.5127,0.12313,0.061468,0.092498,0.062335,0.9083561530566326
604.95,0.4569,101.59,19.892,0.056355,0.52239,0.1235,0.06139,0.092649,0.062304,0.9185894770491558
597.81,0.45688,104.19,19.396,0.056088,0.53152,0.12233,0.061238,0.092671,0.062502,0.9263507805022646
636.21,0.4118,100.12,19.641,0.056371,0.53137,0.12288,0.061341,0.092733,0.062445,0.9271486654359075
633.0,0.40788,103.13,19.628,0.056323,0.5324,0.12273,0.061145,0.092918,0.062491,0.9280077123151148
636.35,0.41103,100.05,19.644,0.056372,0.53649,0.12289,0.061344,0.092733,0.062447,0.9322804183212887
637.75,0.39397,104.05,19.647,0.056329,0.55546,0.12267,0.061042,0.093057,0.062537,0.9511005184027657
678.45,0.3904,95.346,19.716,0.05663,0.55521,0.12304,0.061512,0.092639,0.06235,0.951380252605746
599.75,0.41023,105.9,18.74,0.055759,0.5694,0.12064,0.061008,0.092835,0.062965,0.9626049524440679
