Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1700.8,0.23835,162.13,2.786,0.011554,0.011553512834410732
1700.8,0.23835,162.13,2.786,0.011554,0.011553512834410732
1700.8,0.23835,162.13,2.786,0.011554,0.011553512834410732
1700.8,0.23835,162.13,2.786,0.011554,0.011553512834410732
1700.8,0.23835,162.13,2.786,0.011554,0.011553512834410732
1700.8,0.23835,162.13,2.786,0.011554,0.011553512834410732
1700.8,0.23835,162.13,2.786,0.011554,0.011553512834410732
1700.8,0.23835,162.13,2.786,0.011554,0.011553512834410732
1700.8,0.23835,162.13,2.786,0.011554,0.011553512834410732
1700.8,0.23835,162.13,2.786,0.011554,0.011553512834410732
