Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (curve),Error (g14),Error (g95),Error (g240),Error (g72),Error (g287),Error (g101),Error (g207),Reduced Error
3.4991,627.23,0.95243,976.08,644.12,899.51,117.77,1.0135,0.14032,0.59744,0.056611,0.17497,0.21768,0.27313,0.090351,0.040481,0.028489,1.6194695931340282
3.4999,668.8,0.97796,998.57,673.58,911.0,115.15,1.0143,0.13961,0.64193,0.05673,0.17531,0.21731,0.29304,0.090262,0.040912,0.028839,1.6839383986023455
3.4986,663.4,0.98517,998.94,642.63,945.4,115.12,1.0143,0.13945,0.65544,0.056922,0.17575,0.21746,0.28905,0.090314,0.040855,0.029014,1.694248802959642
3.4999,668.8,0.97796,998.57,642.63,911.0,115.15,1.0143,0.14017,0.63025,0.057029,0.1763,0.21732,0.31577,0.090117,0.040638,0.028688,1.696280715015613
3.568,685.36,0.9757,993.38,854.83,907.06,110.56,1.0121,0.13724,0.79316,0.055547,0.17153,0.21723,0.2209,0.091088,0.042045,0.029667,1.7583994569588197
2.3147,652.41,0.61392,884.85,467.12,899.9,113.98,1.0008,0.14303,0.71845,0.058128,0.18327,0.21874,0.29552,0.089699,0.039179,0.029297,1.775316869846699
2.3794,655.85,0.59324,853.3,451.72,900.92,110.65,1.0013,0.1441,0.67126,0.058975,0.18573,0.21907,0.37983,0.089905,0.03852,0.029655,1.817042439784492
3.1665,668.76,1.0694,984.57,673.9,909.91,110.56,1.0091,0.13816,0.80122,0.056568,0.17426,0.21797,0.27362,0.090869,0.040835,0.029917,1.8234153998854865
3.298,664.43,0.96675,997.9,504.99,911.43,114.21,1.0143,0.14228,0.71916,0.058204,0.18068,0.21751,0.35467,0.08958,0.039641,0.028574,1.8303008096274413
90.494,744.78,14.109,988.87,778.29,897.71,103.78,1.1361,0.13689,0.99349,0.051032,0.16837,0.21239,0.1059,0.090923,0.045342,0.040491,1.844829188711222
