Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1164.5,0.226,123.68,5.5115,0.044333,0.098028,0.11453,0.13555,0.097671,0.13374,0.21929,0.25569,0.030411,1.1292454517662514
1164.5,0.226,123.71,5.505,0.044377,0.096653,0.11453,0.13556,0.09771,0.13372,0.22273,0.25566,0.030438,1.131376150511916
1170.8,0.22527,124.31,5.5216,0.044257,0.097479,0.11452,0.13552,0.09767,0.1337,0.2229,0.2557,0.030436,1.1321858382456884
1167.6,0.2251,124.36,5.5254,0.04421,0.10426,0.11452,0.13556,0.097644,0.13376,0.21638,0.25572,0.030418,1.132483320144143
1157.0,0.2259,123.61,5.5025,0.044368,0.10005,0.11453,0.13565,0.097706,0.13383,0.22234,0.25567,0.030414,1.1345481716543666
1164.1,0.2254,122.9,5.5049,0.044361,0.09791,0.11456,0.13552,0.097631,0.13376,0.22623,0.25571,0.030369,1.1360488147153127
1167.3,0.22509,124.67,5.5282,0.044187,0.10628,0.11452,0.13558,0.097657,0.13377,0.21823,0.25571,0.030433,1.136363909652647
1148.3,0.2276,123.36,5.4748,0.044606,0.097281,0.11451,0.13574,0.097852,0.13381,0.22987,0.25556,0.030477,1.1396946405401338
1170.0,0.2257,123.33,5.5136,0.04433,0.096863,0.11455,0.13546,0.097631,0.13369,0.23224,0.25571,0.030391,1.1408698823054846
1146.6,0.22973,123.98,5.4892,0.044564,0.096826,0.11448,0.13573,0.097853,0.1338,0.23222,0.25557,0.03049,1.1415278510743117
