Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g262),Error (g80),Error (g126),Error (g237),Error (g223),Error (curve),Error (g51),Error (g72),Reduced Error
1362.3,0.39889,180.13,1.6422,0.12494,0.11998,0.2557,0.16764,0.18543,0.27608,0.47389,0.18447,0.10346,1.8915971000762903
1318.0,0.41413,181.2,1.6317,0.12502,0.1201,0.25569,0.16787,0.18569,0.30143,0.46296,0.18468,0.10349,1.9069195447314644
1270.6,0.46861,184.44,1.4996,0.12616,0.12232,0.25533,0.171,0.18877,0.20064,0.55501,0.18773,0.10507,1.9120370227242325
1401.6,0.43987,183.89,1.4909,0.12622,0.12237,0.25529,0.17102,0.18878,0.2006,0.5577,0.18794,0.10616,1.9160954164027837
1224.4,0.49234,183.96,1.5246,0.12597,0.12189,0.25532,0.17032,0.18826,0.20675,0.55606,0.18719,0.10437,1.9161068104754482
1397.8,0.38846,181.4,1.6523,0.12486,0.11985,0.25571,0.16743,0.18519,0.26522,0.51787,0.18421,0.10345,1.9237907451076557
1437.8,0.4163,180.81,1.501,0.12611,0.12216,0.25535,0.17075,0.18853,0.20081,0.56814,0.18767,0.10614,1.9256634020277867
1239.1,0.4758,185.43,1.538,0.12582,0.1216,0.25537,0.17001,0.18796,0.23599,0.544,0.18683,0.10412,1.931700357992183
1273.6,0.45336,186.71,1.5273,0.12589,0.12177,0.25542,0.17033,0.18821,0.21552,0.5656,0.18701,0.10449,1.934235404530591
1259.8,0.46003,182.77,1.537,0.12582,0.12162,0.25541,0.17003,0.18796,0.23631,0.55137,0.18683,0.10421,1.9395508737873786
