Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g190),Error (g237),Error (g60),Error (g79),Error (curve),Error (g215),Error (g278),Error (g189),Error (g178),Reduced Error
1784.1,19.995,480.69,19.967,0.25546,0.14256,0.12049,0.08941,2.7435,0.090882,0.092685,0.22939,0.079419,3.8437777630566847
1786.0,19.97,481.53,19.955,0.2555,0.14256,0.1205,0.089431,2.7453,0.090899,0.092691,0.2294,0.079426,3.845736679762886
1784.7,19.972,498.66,19.965,0.25561,0.14254,0.12048,0.089546,2.745,0.091136,0.092689,0.22944,0.079521,3.8459454311410286
1761.2,19.892,497.28,19.967,0.2558,0.14255,0.1205,0.089641,2.7459,0.091266,0.09272,0.22951,0.079586,3.8474645196828865
1793.8,19.969,480.36,19.961,0.25547,0.14256,0.1205,0.089406,2.7474,0.090849,0.092687,0.22938,0.079397,3.847682358938832
1786.4,19.862,482.4,19.998,0.25562,0.14255,0.12051,0.089484,2.7486,0.090964,0.092704,0.22943,0.079441,3.8492734653013105
1794.4,19.933,480.41,19.919,0.25556,0.14256,0.12052,0.089442,2.751,0.090867,0.092702,0.22941,0.079411,3.851421445848417
1794.1,19.876,482.32,19.963,0.25561,0.14255,0.12052,0.089473,2.7509,0.090924,0.092704,0.22942,0.079425,3.8515649004947683
1786.0,19.902,472.03,19.924,0.25556,0.14256,0.12053,0.089414,2.7516,0.090799,0.092713,0.22941,0.079385,3.852022935730971
1793.7,19.933,471.32,19.938,0.25548,0.14256,0.12052,0.089371,2.7519,0.090742,0.092701,0.22938,0.079352,3.852033277768534
