10.0, 12.229589
20.0, 0.914575
30.0, 0.447342
40.0, 0.361284
50.0, 0.3545
60.0, 0.334397
70.0, 0.320148
80.0, 0.307051
90.0, 0.304814
100.0, 0.301289
110.0, 0.296565
120.0, 0.29647
130.0, 0.294728
140.0, 0.294728
150.0, 0.290304
160.0, 0.286525
170.0, 0.286525
180.0, 0.286525
190.0, 0.286525
200.0, 0.286525
210.0, 0.286525
220.0, 0.286525
230.0, 0.286525
240.0, 0.28237
250.0, 0.278347
260.0, 0.269894
270.0, 0.264863
280.0, 0.258722
290.0, 0.257295
300.0, 0.256056
310.0, 0.255326
320.0, 0.255326
330.0, 0.255219
340.0, 0.255219
350.0, 0.253669
360.0, 0.251318
370.0, 0.251281
380.0, 0.25025
390.0, 0.246201
400.0, 0.244841
410.0, 0.244841
420.0, 0.243246
430.0, 0.243246
440.0, 0.241318
450.0, 0.240639
