Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1317.5,0.19869,124.32,5.5686,0.058952,0.13197,0.17271,0.097779,0.068809,0.054668,0.5848883119462407
1465.7,0.17177,125.28,6.8785,0.062328,0.12973,0.17866,0.092713,0.067815,0.054752,0.5859964818691084
1469.2,0.17165,125.3,6.8353,0.062237,0.12974,0.17903,0.092835,0.067861,0.054737,0.5864456672330278
1317.7,0.1981,124.43,5.7126,0.059422,0.13166,0.17516,0.096981,0.068687,0.054672,0.5865830750205072
1322.4,0.19683,124.5,5.8723,0.059904,0.13129,0.17661,0.096206,0.068543,0.054665,0.5872242669421079
1273.0,0.20861,124.55,5.4748,0.058613,0.13215,0.17467,0.098344,0.068865,0.054667,0.587311448457302
1464.1,0.17205,125.87,6.8507,0.062267,0.12974,0.18005,0.09279,0.067834,0.054754,0.5874320690629604
1322.3,0.19814,123.73,5.6709,0.059311,0.1318,0.17581,0.097172,0.068715,0.054669,0.5874743294269056
1320.8,0.19566,125.94,5.5634,0.058913,0.13189,0.17564,0.09784,0.068833,0.054683,0.5877990834111528
1312.4,0.19788,125.05,5.7913,0.059648,0.13144,0.17693,0.096602,0.068619,0.05467,0.5879103069890518
