Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g262),Error (g80),Error (g126),Error (g237),Error (g223),Error (curve),Error (g51),Error (g72),Reduced Error
1304.1,0.066794,0.85662,8.2,0.11868,0.11954,0.24743,0.13709,0.16083,0.20452,0.99469,0.16333,0.11974,2.2658537008858377
1344.0,0.066574,1.0586,8.4329,0.11898,0.11962,0.24865,0.13841,0.15977,0.20526,1.2284,0.16378,0.11945,2.50230237336205
1344.0,0.062757,1.0586,8.4329,0.11905,0.1198,0.24882,0.13861,0.15992,0.20528,1.2337,0.16394,0.11964,2.508766771956676
1360.1,0.053643,0.38893,8.6194,0.11896,0.12031,0.24458,0.13448,0.16301,0.20191,1.2507,0.16466,0.12139,2.520011576935804
1332.7,0.066774,0.98545,8.5888,0.11892,0.11958,0.24846,0.13799,0.15956,0.20506,1.2578,0.16385,0.11943,2.5306327802115076
1198.2,0.42701,1.6224,3.7663,0.11718,0.11536,0.24064,0.13426,0.16972,0.2069,1.3217,0.15626,0.11872,2.5807079865345717
1359.7,0.046673,0.14564,8.3831,0.1198,0.12126,0.24048,0.13089,0.16773,0.19793,1.3713,0.16671,0.1258,2.641922073305162
1309.8,0.047748,0.41724,8.6202,0.11907,0.12058,0.24524,0.13508,0.16298,0.20217,1.3929,0.16478,0.12151,2.6643563966811095
1264.9,0.044144,0.23638,8.8362,0.11932,0.12098,0.24297,0.13318,0.16477,0.20001,1.5644,0.16589,0.12329,2.8348682461319377
1423.0,0.064168,1.3885,8.7466,0.11965,0.11993,0.25032,0.14028,0.15815,0.20599,1.5769,0.16456,0.11948,2.855268279077166
