Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g86),Error (curve),Error (g237),Error (g303),Reduced Error
1155.4,0.19733,113.14,19.829,0.067344,0.11373,0.05159,0.2568,0.084294,0.06905,0.6428033810452167
1155.4,0.19721,113.94,19.903,0.067395,0.11358,0.0516,0.25784,0.084414,0.068914,0.6437399237212875
1154.8,0.19585,114.56,19.993,0.067548,0.11327,0.05158,0.26164,0.084597,0.068708,0.647342024398105
1155.6,0.19568,114.67,19.857,0.067358,0.11365,0.051635,0.26269,0.084412,0.068912,0.6486543777654049
1163.3,0.20259,110.81,19.94,0.067289,0.11385,0.051534,0.2674,0.084199,0.06919,0.6534602633986414
1153.8,0.19363,113.21,19.785,0.067472,0.11354,0.051564,0.2689,0.084362,0.068969,0.6548095124959016
1156.9,0.1894,115.8,19.913,0.067636,0.11318,0.051611,0.27329,0.084688,0.068603,0.6590084532246357
1070.3,0.21324,114.15,19.589,0.068395,0.11192,0.051382,0.29082,0.085113,0.068094,0.6757232277664305
1190.2,0.18779,112.43,19.821,0.067157,0.11423,0.051643,0.2911,0.084162,0.069254,0.6775516970924276
1138.9,0.19529,113.12,19.866,0.06784,0.11289,0.051473,0.29709,0.084621,0.068675,0.6825904296968666
