Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
0.00098272,1.396e-07,778.6,516.74,176.53,795.14,81.637,3.2312,0.29271,0.13611,0.044054,0.1184,0.11382,0.093643,0.05489,0.22627,0.077784,1.157686145093337
0.00098135,1.4629e-07,779.71,516.59,176.55,794.9,81.641,3.2301,0.29328,0.13611,0.04405,0.1184,0.11381,0.093674,0.054927,0.22629,0.077793,1.1583373250328346
0.00098115,1.4626e-07,785.82,516.05,176.54,795.24,81.643,3.2299,0.29331,0.13616,0.044067,0.1184,0.11377,0.093712,0.054921,0.22637,0.077707,1.158415157418656
0.00098155,1.4632e-07,800.23,516.62,176.47,795.37,81.592,3.2319,0.29485,0.13626,0.044093,0.11841,0.11368,0.093795,0.054876,0.22653,0.077491,1.1599946553703138
0.0010033,1.4688e-07,781.09,516.98,176.64,785.96,81.19,3.2689,0.2976,0.13627,0.044178,0.11854,0.11359,0.0936,0.054044,0.22614,0.076926,1.160891571875531
0.00099898,1.4523e-07,767.28,510.13,176.42,788.43,81.303,3.2434,0.29692,0.13611,0.04413,0.1185,0.11372,0.093581,0.05453,0.2261,0.077512,1.1611012397106641
0.00099945,1.4811e-07,766.98,516.77,179.26,788.51,81.314,3.3293,0.3,0.13624,0.044384,0.11871,0.11355,0.09347,0.052911,0.22564,0.076214,1.1611234468132419
0.00099535,1.4678e-07,786.73,516.33,178.39,778.97,81.141,3.3008,0.29944,0.13639,0.044297,0.11864,0.11342,0.093638,0.053369,0.22604,0.076198,1.1614270141106726
0.00099848,1.4406e-07,791.27,519.74,179.5,786.0,81.58,3.2321,0.29658,0.13619,0.044012,0.1184,0.11371,0.093759,0.054904,0.22637,0.077548,1.1614800317624074
0.0010074,1.4582e-07,789.7,513.41,178.14,779.94,80.919,3.268,0.2986,0.13634,0.044201,0.11857,0.11347,0.093662,0.053996,0.22624,0.076688,1.1617661058497943
