average_strain,average_grain_strain,average_grip_strain,average_stress,average_grain_stress,average_grip_stress,average_elastic,average_grain_elastic,average_grip_elastic,g7_stress,g16_stress,g21_stress,g22_stress,g27_stress,g29_stress,g31_stress,g35_stress,g37_stress,g38_stress,g40_stress,g41_stress,g46_stress,g49_stress,g56_stress,g59_stress,g61_stress,g64_stress,g66_stress,g77_stress,g78_stress,g80_stress,g81_stress,g82_stress,g88_stress,g97_stress,g99_stress,g102_stress,g103_stress,g106_stress,g109_stress,g110_stress,g112_stress,g114_stress,g119_stress,g120_stress,g123_stress,g125_stress,g128_stress,g129_stress,g138_stress,g140_stress,g146_stress,g148_stress,g149_stress,g155_stress,g156_stress,g162_stress,g164_stress,g166_stress,g167_stress,g169_stress,g173_stress,g176_stress,g178_stress,g179_stress,g185_stress,g186_stress,g190_stress,g192_stress,g195_stress,g198_stress,g202_stress,g207_stress,g208_stress,g211_stress,g213_stress,g216_stress,g217_stress,g219_stress,g222_stress,g223_stress,g230_stress,g231_stress,g239_stress,g241_stress,g242_stress,g245_stress,g246_stress,g247_stress,g249_stress,g250_stress,g251_stress,g252_stress,g258_stress,g259_stress,g261_stress,g264_stress,g265_stress,g269_stress,g271_stress,g274_stress,g275_stress,g276_stress,g278_stress,g279_stress,g286_stress,g289_stress,g293_stress,g294_stress,g299_stress,g7_elastic,g16_elastic,g21_elastic,g22_elastic,g27_elastic,g29_elastic,g31_elastic,g35_elastic,g37_elastic,g38_elastic,g40_elastic,g41_elastic,g46_elastic,g49_elastic,g56_elastic,g59_elastic,g61_elastic,g64_elastic,g66_elastic,g77_elastic,g78_elastic,g80_elastic,g81_elastic,g82_elastic,g88_elastic,g97_elastic,g99_elastic,g102_elastic,g103_elastic,g106_elastic,g109_elastic,g110_elastic,g112_elastic,g114_elastic,g119_elastic,g120_elastic,g123_elastic,g125_elastic,g128_elastic,g129_elastic,g138_elastic,g140_elastic,g146_elastic,g148_elastic,g149_elastic,g155_elastic,g156_elastic,g162_elastic,g164_elastic,g166_elastic,g167_elastic,g169_elastic,g173_elastic,g176_elastic,g178_elastic,g179_elastic,g185_elastic,g186_elastic,g190_elastic,g192_elastic,g195_elastic,g198_elastic,g202_elastic,g207_elastic,g208_elastic,g211_elastic,g213_elastic,g216_elastic,g217_elastic,g219_elastic,g222_elastic,g223_elastic,g230_elastic,g231_elastic,g239_elastic,g241_elastic,g242_elastic,g245_elastic,g246_elastic,g247_elastic,g249_elastic,g250_elastic,g251_elastic,g252_elastic,g258_elastic,g259_elastic,g261_elastic,g264_elastic,g265_elastic,g269_elastic,g271_elastic,g274_elastic,g275_elastic,g276_elastic,g278_elastic,g279_elastic,g286_elastic,g289_elastic,g293_elastic,g294_elastic,g299_elastic,g7_volume,g16_volume,g21_volume,g22_volume,g27_volume,g29_volume,g31_volume,g35_volume,g37_volume,g38_volume,g40_volume,g41_volume,g46_volume,g49_volume,g56_volume,g59_volume,g61_volume,g64_volume,g66_volume,g77_volume,g78_volume,g80_volume,g81_volume,g82_volume,g88_volume,g97_volume,g99_volume,g102_volume,g103_volume,g106_volume,g109_volume,g110_volume,g112_volume,g114_volume,g119_volume,g120_volume,g123_volume,g125_volume,g128_volume,g129_volume,g138_volume,g140_volume,g146_volume,g148_volume,g149_volume,g155_volume,g156_volume,g162_volume,g164_volume,g166_volume,g167_volume,g169_volume,g173_volume,g176_volume,g178_volume,g179_volume,g185_volume,g186_volume,g190_volume,g192_volume,g195_volume,g198_volume,g202_volume,g207_volume,g208_volume,g211_volume,g213_volume,g216_volume,g217_volume,g219_volume,g222_volume,g223_volume,g230_volume,g231_volume,g239_volume,g241_volume,g242_volume,g245_volume,g246_volume,g247_volume,g249_volume,g250_volume,g251_volume,g252_volume,g258_volume,g259_volume,g261_volume,g264_volume,g265_volume,g269_volume,g271_volume,g274_volume,g275_volume,g276_volume,g278_volume,g279_volume,g286_volume,g289_volume,g293_volume,g294_volume,g299_volume,g7_phi_1,g7_Phi,g7_phi_2,g16_phi_1,g16_Phi,g16_phi_2,g21_phi_1,g21_Phi,g21_phi_2,g22_phi_1,g22_Phi,g22_phi_2,g27_phi_1,g27_Phi,g27_phi_2,g29_phi_1,g29_Phi,g29_phi_2,g31_phi_1,g31_Phi,g31_phi_2,g35_phi_1,g35_Phi,g35_phi_2,g37_phi_1,g37_Phi,g37_phi_2,g38_phi_1,g38_Phi,g38_phi_2,g40_phi_1,g40_Phi,g40_phi_2,g41_phi_1,g41_Phi,g41_phi_2,g46_phi_1,g46_Phi,g46_phi_2,g49_phi_1,g49_Phi,g49_phi_2,g56_phi_1,g56_Phi,g56_phi_2,g59_phi_1,g59_Phi,g59_phi_2,g61_phi_1,g61_Phi,g61_phi_2,g64_phi_1,g64_Phi,g64_phi_2,g66_phi_1,g66_Phi,g66_phi_2,g77_phi_1,g77_Phi,g77_phi_2,g78_phi_1,g78_Phi,g78_phi_2,g80_phi_1,g80_Phi,g80_phi_2,g81_phi_1,g81_Phi,g81_phi_2,g82_phi_1,g82_Phi,g82_phi_2,g88_phi_1,g88_Phi,g88_phi_2,g97_phi_1,g97_Phi,g97_phi_2,g99_phi_1,g99_Phi,g99_phi_2,g102_phi_1,g102_Phi,g102_phi_2,g103_phi_1,g103_Phi,g103_phi_2,g106_phi_1,g106_Phi,g106_phi_2,g109_phi_1,g109_Phi,g109_phi_2,g110_phi_1,g110_Phi,g110_phi_2,g112_phi_1,g112_Phi,g112_phi_2,g114_phi_1,g114_Phi,g114_phi_2,g119_phi_1,g119_Phi,g119_phi_2,g120_phi_1,g120_Phi,g120_phi_2,g123_phi_1,g123_Phi,g123_phi_2,g125_phi_1,g125_Phi,g125_phi_2,g128_phi_1,g128_Phi,g128_phi_2,g129_phi_1,g129_Phi,g129_phi_2,g138_phi_1,g138_Phi,g138_phi_2,g140_phi_1,g140_Phi,g140_phi_2,g146_phi_1,g146_Phi,g146_phi_2,g148_phi_1,g148_Phi,g148_phi_2,g149_phi_1,g149_Phi,g149_phi_2,g155_phi_1,g155_Phi,g155_phi_2,g156_phi_1,g156_Phi,g156_phi_2,g162_phi_1,g162_Phi,g162_phi_2,g164_phi_1,g164_Phi,g164_phi_2,g166_phi_1,g166_Phi,g166_phi_2,g167_phi_1,g167_Phi,g167_phi_2,g169_phi_1,g169_Phi,g169_phi_2,g173_phi_1,g173_Phi,g173_phi_2,g176_phi_1,g176_Phi,g176_phi_2,g178_phi_1,g178_Phi,g178_phi_2,g179_phi_1,g179_Phi,g179_phi_2,g185_phi_1,g185_Phi,g185_phi_2,g186_phi_1,g186_Phi,g186_phi_2,g190_phi_1,g190_Phi,g190_phi_2,g192_phi_1,g192_Phi,g192_phi_2,g195_phi_1,g195_Phi,g195_phi_2,g198_phi_1,g198_Phi,g198_phi_2,g202_phi_1,g202_Phi,g202_phi_2,g207_phi_1,g207_Phi,g207_phi_2,g208_phi_1,g208_Phi,g208_phi_2,g211_phi_1,g211_Phi,g211_phi_2,g213_phi_1,g213_Phi,g213_phi_2,g216_phi_1,g216_Phi,g216_phi_2,g217_phi_1,g217_Phi,g217_phi_2,g219_phi_1,g219_Phi,g219_phi_2,g222_phi_1,g222_Phi,g222_phi_2,g223_phi_1,g223_Phi,g223_phi_2,g230_phi_1,g230_Phi,g230_phi_2,g231_phi_1,g231_Phi,g231_phi_2,g239_phi_1,g239_Phi,g239_phi_2,g241_phi_1,g241_Phi,g241_phi_2,g242_phi_1,g242_Phi,g242_phi_2,g245_phi_1,g245_Phi,g245_phi_2,g246_phi_1,g246_Phi,g246_phi_2,g247_phi_1,g247_Phi,g247_phi_2,g249_phi_1,g249_Phi,g249_phi_2,g250_phi_1,g250_Phi,g250_phi_2,g251_phi_1,g251_Phi,g251_phi_2,g252_phi_1,g252_Phi,g252_phi_2,g258_phi_1,g258_Phi,g258_phi_2,g259_phi_1,g259_Phi,g259_phi_2,g261_phi_1,g261_Phi,g261_phi_2,g264_phi_1,g264_Phi,g264_phi_2,g265_phi_1,g265_Phi,g265_phi_2,g269_phi_1,g269_Phi,g269_phi_2,g271_phi_1,g271_Phi,g271_phi_2,g274_phi_1,g274_Phi,g274_phi_2,g275_phi_1,g275_Phi,g275_phi_2,g276_phi_1,g276_Phi,g276_phi_2,g278_phi_1,g278_Phi,g278_phi_2,g279_phi_1,g279_Phi,g279_phi_2,g286_phi_1,g286_Phi,g286_phi_2,g289_phi_1,g289_Phi,g289_phi_2,g293_phi_1,g293_Phi,g293_phi_2,g294_phi_1,g294_Phi,g294_phi_2,g299_phi_1,g299_Phi,g299_phi_2
2.0763e-05,2.3255e-05,1.7027e-05,3.565,3.565,3.565,2.0763e-05,2.3254e-05,1.7027e-05,3.5925,3.4072,3.6812,3.6445,3.4333,3.4026,3.5454,3.5325,3.3726,3.6672,3.8276,3.8098,3.5496,3.6709,3.6864,3.7344,3.7295,3.5114,3.4295,3.5957,3.4301,3.599,3.5917,3.6241,3.6759,3.6218,3.6229,3.6837,3.3641,3.3965,3.564,3.6357,3.688,3.5726,3.4275,3.4696,3.5062,3.5101,3.6684,3.6183,3.5327,3.6129,3.6302,3.5111,3.3987,3.6297,3.4773,3.6843,3.6566,3.4822,3.5478,3.4791,3.6702,3.4032,3.4992,3.4933,3.491,3.4217,3.7015,3.7569,3.4717,3.5003,3.649,3.6438,3.4264,3.6512,3.62,3.5777,3.5918,3.5454,3.5003,3.504,3.5837,3.5378,3.4377,3.598,3.5808,3.6115,3.639,3.618,3.6076,3.7312,3.5631,3.4499,3.5181,3.6035,3.5482,3.695,3.478,3.6314,3.5313,3.5926,3.8016,3.3925,3.4441,3.3889,3.5829,3.3682,3.5857,3.5333,3.7604,2.2734e-05,2.4151e-05,2.3256e-05,2.5484e-05,2.3944e-05,2.3959e-05,2.3691e-05,2.4294e-05,2.2372e-05,2.2191e-05,2.3e-05,2.4851e-05,2.37e-05,2.3848e-05,2.3388e-05,2.3187e-05,2.3499e-05,2.463e-05,2.4869e-05,2.3479e-05,2.2419e-05,2.3292e-05,2.2772e-05,2.2797e-05,2.3196e-05,2.2831e-05,2.2801e-05,2.4563e-05,2.4476e-05,2.4638e-05,2.2296e-05,2.4022e-05,2.2655e-05,2.2387e-05,2.3972e-05,2.2561e-05,2.35e-05,2.2967e-05,2.2405e-05,2.3292e-05,2.3828e-05,2.2318e-05,2.2931e-05,2.3421e-05,2.2822e-05,2.3019e-05,2.1529e-05,2.3987e-05,2.5829e-05,2.3083e-05,2.2473e-05,2.2715e-05,2.2714e-05,2.4834e-05,2.1873e-05,2.1989e-05,2.1743e-05,2.429e-05,2.4171e-05,2.2879e-05,2.3314e-05,2.3044e-05,2.258e-05,2.388e-05,2.3115e-05,2.3384e-05,2.2812e-05,2.2606e-05,2.2834e-05,2.474e-05,2.3183e-05,2.337e-05,2.2967e-05,2.4427e-05,2.2182e-05,2.2489e-05,2.337e-05,2.2739e-05,2.3906e-05,2.2752e-05,2.2641e-05,2.2917e-05,2.2937e-05,2.3687e-05,2.3271e-05,2.268e-05,2.432e-05,2.2929e-05,2.3919e-05,2.252e-05,2.2137e-05,2.1527e-05,2.2602e-05,2.3642e-05,2.3787e-05,2.2863e-05,2.2428e-05,2.3239e-05,2.1215e-05,2.207e-05,2.2595e-05,388480.0,297160.0,793380.0,446870.0,1306900.0,956480.0,1552900.0,386070.0,484930.0,2175000.0,269620.0,285450.0,207900.0,560280.0,1558500.0,654310.0,265890.0,2181300.0,2454800.0,476480.0,391140.0,375030.0,303280.0,2101700.0,596120.0,301330.0,418320.0,328300.0,919770.0,242710.0,238920.0,261540.0,1175300.0,966000.0,1036800.0,756980.0,538740.0,182360.0,478820.0,666440.0,832990.0,601360.0,1473600.0,58910.0,288590.0,467670.0,510600.0,232280.0,538040.0,260770.0,402760.0,802520.0,2082900.0,1826000.0,478100.0,406150.0,338130.0,396230.0,547330.0,255040.0,571520.0,477540.0,482520.0,670140.0,611720.0,1636700.0,459660.0,1405500.0,907690.0,637550.0,497160.0,902150.0,472230.0,267640.0,390420.0,507320.0,493770.0,310740.0,279920.0,424080.0,2447400.0,484300.0,462290.0,444710.0,266080.0,341400.0,235200.0,408400.0,1032600.0,972030.0,172990.0,374900.0,469920.0,487500.0,721560.0,398880.0,969630.0,302580.0,606340.0,1391700.0,461350.0,1.2318,1.9876,4.233,2.8894,2.8358,4.5067,2.4839,2.0497,4.4453,1.4737,1.677,3.905,1.7867,1.6721,3.3869,1.7869,1.6687,3.3894,0.39604,2.1317,3.2062,3.0067,2.8419,5.8127,1.0054,2.7151,2.8769,1.8167,2.5892,3.9996,1.0702,2.4483,3.0552,1.8984,1.9133,4.4934,2.5424,2.2971,4.2879,1.8966,1.9165,4.4928,1.9493,2.6027,4.8964,1.6825,2.2301,4.2882,0.49989,2.4706,2.4729,0.39388,2.3734,3.4406,1.6614,1.6325,4.0828,1.0794,1.8518,3.9437,4.6184,3.0015,0.50643,1.3048,2.1015,4.2641,1.0559,2.0865,3.4937,2.3214,2.756,4.5928,1.6626,2.5202,3.6078,1.1423,2.5588,3.0673,2.6402,2.447,4.9914,1.1862,1.7959,4.1028,1.6607,1.6326,4.0848,2.8686,2.2919,4.562,1.4646,2.4589,3.3429,1.8396,1.9875,3.727,1.079,2.2874,3.1612,1.2377,2.6902,3.3077,1.4665,1.8658,4.1172,5.5432,2.9022,1.8544,1.0228,2.6031,4.0662,2.1485,2.5241,3.6186,2.1657,2.5308,4.5372,2.3491,2.1016,4.1925,0.0048808,2.6898,2.0486,0.74142,2.4661,2.8472,1.1411,2.5626,3.0669,0.5338,1.9777,3.2565,1.6999,2.007,3.4511,2.3177,2.1837,4.4574,1.5676,2.2866,3.9638,3.5117,2.8549,6.0749,0.32529,2.2974,3.4114,0.55549,2.7838,3.2511,1.2641,2.5058,2.9755,1.4737,2.0952,4.3486,0.44694,2.4506,2.7146,0.22282,2.6183,3.3414,0.44136,2.4473,2.7091,1.0484,2.1674,3.6612,0.44383,2.4507,2.7129,2.9748,2.8701,5.8916,1.8894,1.9666,3.9048,2.1422,2.1539,4.9809,4.6955,2.9874,0.42036,1.2411,2.6251,2.8845,0.69915,1.9301,2.9949,1.9783,1.899,3.8193,1.1928,1.8473,3.6436,1.3908,2.1563,3.1758,0.45956,2.4501,2.5655,2.4675,2.7236,4.9902,0.637,1.9474,3.1194,0.51654,3.0394,2.4325,6.1721,2.863,2.5369,4.6855,2.9901,0.40835,2.4264,2.3367,4.5578,2.5829,2.6258,4.0281,2.3484,2.4105,3.7544,2.1841,1.8847,4.8998,2.6474,2.2912,4.7937,2.4711,2.7219,4.9952,1.8899,1.9659,3.9073,0.7796,2.1418,3.9576,2.469,2.7237,4.9928,1.4455,2.3899,3.2601,5.9212,2.879,2.2003,1.8598,1.8013,3.4741,1.6046,2.0101,3.3943,0.98215,2.774,3.5369,0.90715,2.8337,3.8043,1.1202,2.8001,3.6461,1.8393,1.8007,4.0945,1.9101,2.0693,4.3849,1.087,1.9612,4.2605,0.97885,2.0899,2.8341,0.74434,1.9994,2.744,1.6135,1.8044,3.9696,1.3814,1.5871,3.8361,2.7728,2.5907,4.639,2.1104,2.5556,4.9225,1.4462,1.4655,4.2332,0.74532,1.9974,2.7441,0.68986,2.1939,3.9433,1.991,2.1288,3.4398
5.1908e-05,5.8136e-05,4.2565e-05,8.9121,8.9121,8.912,5.1906e-05,5.8134e-05,4.2565e-05,8.981,8.5176,9.2027,9.1108,8.5828,8.506,8.8632,8.831,8.431,9.1676,9.5687,9.5243,8.8736,9.1769,9.2157,9.3358,9.3235,8.7782,8.5734,8.989,8.5748,8.9971,8.979,9.06,9.1895,9.0542,9.0569,9.209,8.4099,8.4908,8.9097,9.0889,9.2197,8.9311,8.5685,8.6738,8.7652,8.775,9.1706,9.0454,8.8314,9.032,9.0751,8.7775,8.4965,9.0739,8.6929,9.2105,9.1413,8.705,8.8691,8.6974,9.1752,8.5075,8.7477,8.7329,8.7272,8.554,9.2535,9.392,8.679,8.7504,9.1222,9.1093,8.5657,9.1276,9.0497,8.9439,8.9793,8.8632,8.7506,8.7597,8.959,8.8441,8.594,8.9948,8.9517,9.0284,9.0972,9.0446,9.0186,9.3278,8.9074,8.6244,8.7949,9.0084,8.8703,9.2372,8.6945,9.0781,8.828,8.9812,9.5036,8.4807,8.6099,8.472,8.957,8.4202,8.964,8.8329,9.4006,5.6832e-05,6.0375e-05,5.8138e-05,6.3707e-05,5.9857e-05,5.9894e-05,5.9224e-05,6.0732e-05,5.5927e-05,5.5476e-05,5.7498e-05,6.2126e-05,5.9247e-05,5.9619e-05,5.8468e-05,5.7966e-05,5.8746e-05,6.1572e-05,6.2169e-05,5.8696e-05,5.6046e-05,5.8229e-05,5.6927e-05,5.699e-05,5.7989e-05,5.7075e-05,5.7e-05,6.1405e-05,6.1189e-05,6.1592e-05,5.5739e-05,6.0053e-05,5.6635e-05,5.5965e-05,5.9927e-05,5.6399e-05,5.8746e-05,5.7417e-05,5.601e-05,5.8229e-05,5.9568e-05,5.5794e-05,5.7326e-05,5.855e-05,5.7052e-05,5.7546e-05,5.3819e-05,5.9967e-05,6.4571e-05,5.7705e-05,5.618e-05,5.6786e-05,5.6782e-05,6.2082e-05,5.468e-05,5.4971e-05,5.4356e-05,6.0722e-05,6.0427e-05,5.7196e-05,5.8284e-05,5.7609e-05,5.6448e-05,5.9697e-05,5.7786e-05,5.8457e-05,5.7027e-05,5.6512e-05,5.7083e-05,6.1847e-05,5.7957e-05,5.8423e-05,5.7416e-05,6.1064e-05,5.5452e-05,5.6221e-05,5.8422e-05,5.6847e-05,5.9762e-05,5.688e-05,5.6601e-05,5.729e-05,5.7341e-05,5.9215e-05,5.8174e-05,5.6697e-05,6.0799e-05,5.7322e-05,5.9796e-05,5.6298e-05,5.5341e-05,5.3816e-05,5.6504e-05,5.9103e-05,5.9464e-05,5.7155e-05,5.6067e-05,5.8094e-05,5.3035e-05,5.5173e-05,5.6487e-05,388480.0,297160.0,793380.0,446870.0,1306900.0,956480.0,1552900.0,386070.0,484930.0,2175000.0,269620.0,285450.0,207900.0,560280.0,1558500.0,654310.0,265890.0,2181300.0,2454800.0,476480.0,391140.0,375030.0,303280.0,2101700.0,596120.0,301330.0,418320.0,328300.0,919770.0,242710.0,238920.0,261540.0,1175300.0,966000.0,1036800.0,756980.0,538740.0,182360.0,478820.0,666440.0,832990.0,601360.0,1473600.0,58910.0,288590.0,467670.0,510600.0,232280.0,538040.0,260770.0,402760.0,802520.0,2082900.0,1826000.0,478100.0,406150.0,338130.0,396230.0,547330.0,255040.0,571520.0,477540.0,482520.0,670140.0,611720.0,1636700.0,459660.0,1405500.0,907690.0,637550.0,497160.0,902150.0,472230.0,267640.0,390420.0,507320.0,493770.0,310740.0,279920.0,424080.0,2447400.0,484300.0,462290.0,444710.0,266080.0,341400.0,235200.0,408400.0,1032600.0,972030.0,172990.0,374900.0,469920.0,487500.0,721560.0,398880.0,969630.0,302580.0,606340.0,1391700.0,461350.0,1.2318,1.9876,4.233,2.8894,2.8357,4.5067,2.4839,2.0497,4.4453,1.4737,1.677,3.905,1.7867,1.6721,3.3869,1.7869,1.6687,3.3894,0.39604,2.1317,3.2062,3.0067,2.8419,5.8127,1.0054,2.7151,2.8769,1.8167,2.5892,3.9996,1.0702,2.4483,3.0552,1.8984,1.9133,4.4934,2.5424,2.2971,4.2879,1.8966,1.9165,4.4928,1.9493,2.6027,4.8964,1.6825,2.2301,4.2882,0.4999,2.4706,2.473,0.39388,2.3734,3.4406,1.6614,1.6325,4.0828,1.0794,1.8518,3.9437,4.6184,3.0015,0.50643,1.3048,2.1015,4.2641,1.0559,2.0865,3.4937,2.3215,2.756,4.5928,1.6626,2.5202,3.6078,1.1423,2.5588,3.0673,2.6402,2.447,4.9914,1.1862,1.7959,4.1028,1.6607,1.6326,4.0848,2.8686,2.2919,4.562,1.4646,2.4589,3.3429,1.8396,1.9875,3.727,1.079,2.2874,3.1612,1.2377,2.6902,3.3077,1.4665,1.8658,4.1172,5.5432,2.9022,1.8544,1.0228,2.6031,4.0662,2.1485,2.5241,3.6186,2.1657,2.5308,4.5372,2.3491,2.1016,4.1925,0.0048816,2.6898,2.0486,0.74142,2.4661,2.8472,1.1411,2.5626,3.0669,0.5338,1.9777,3.2565,1.6999,2.007,3.4511,2.3176,2.1837,4.4574,1.5675,2.2866,3.9638,3.5117,2.8549,6.0749,0.32529,2.2974,3.4114,0.5555,2.7838,3.2511,1.2641,2.5058,2.9755,1.4737,2.0952,4.3486,0.44694,2.4506,2.7146,0.22282,2.6183,3.3414,0.44136,2.4473,2.7091,1.0484,2.1674,3.6612,0.44384,2.4507,2.7129,2.9748,2.8701,5.8916,1.8894,1.9666,3.9048,2.1422,2.1539,4.9809,4.6955,2.9874,0.42035,1.2411,2.6251,2.8845,0.69915,1.9301,2.9949,1.9783,1.899,3.8193,1.1928,1.8473,3.6436,1.3908,2.1563,3.1758,0.45956,2.4501,2.5655,2.4675,2.7236,4.9902,0.637,1.9474,3.1194,0.51654,3.0394,2.4325,6.1721,2.863,2.5369,4.6854,2.9901,0.40834,2.4264,2.3367,4.5578,2.5829,2.6258,4.0281,2.3484,2.4105,3.7544,2.1841,1.8847,4.8998,2.6474,2.2912,4.7937,2.4711,2.7219,4.9952,1.8899,1.9659,3.9073,0.77961,2.1418,3.9576,2.469,2.7237,4.9928,1.4455,2.3899,3.2601,5.9212,2.879,2.2003,1.8598,1.8014,3.4741,1.6046,2.0101,3.3943,0.98215,2.774,3.5369,0.90715,2.8337,3.8043,1.1202,2.8001,3.6461,1.8393,1.8007,4.0945,1.9101,2.0693,4.3849,1.087,1.9612,4.2605,0.97885,2.0899,2.8341,0.74435,1.9994,2.744,1.6135,1.8044,3.9696,1.3814,1.5871,3.8361,2.7728,2.5907,4.639,2.1104,2.5556,4.9225,1.4462,1.4655,4.2332,0.74532,1.9974,2.7441,0.68986,2.1939,3.9433,1.991,2.1288,3.4398
