Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
325.93,2.8445,79.206,12.274,0.15547,0.11538,0.11949,0.05651,0.14885,0.14024,1.8868,0.081645,0.37919,3.083522858996355
325.39,2.8168,80.526,12.267,0.1556,0.11523,0.11939,0.056629,0.1488,0.1408,1.9192,0.082066,0.36141,3.099076516172647
324.95,2.6472,79.141,12.43,0.15551,0.11523,0.11938,0.056318,0.1494,0.14069,1.932,0.082597,0.36378,3.1149278779558784
325.36,2.648,79.218,12.43,0.1555,0.11524,0.11938,0.056321,0.1494,0.14071,1.9329,0.082588,0.36323,3.115218009713157
324.5,2.6453,79.055,12.43,0.15551,0.11523,0.11938,0.056315,0.14941,0.14068,1.9318,0.082611,0.36443,3.1153693005139305
322.63,2.6469,79.296,12.408,0.15558,0.11516,0.11935,0.056372,0.14936,0.14082,1.9385,0.082734,0.36323,3.121148315059683
327.54,3.0911,82.858,11.887,0.15571,0.11522,0.11952,0.057076,0.1478,0.14047,1.9427,0.080825,0.36493,3.124243481227287
322.6,2.6467,79.416,12.453,0.15559,0.11514,0.11933,0.056391,0.1494,0.14104,1.9513,0.082893,0.35428,3.1253514426538773
323.35,2.6528,79.662,12.46,0.15559,0.11515,0.11932,0.056413,0.14938,0.14114,1.9538,0.082911,0.35196,3.125671886870746
322.52,2.7164,77.852,12.416,0.15545,0.11532,0.11945,0.056297,0.14933,0.1402,1.9333,0.082212,0.37734,3.1288554237113986
