Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
58.511,2.3301,87.95,5.7296,1.3524,0.056083,0.032652,0.13572,0.10151,0.25993,0.10148,0.15072,0.12229,2.312820525949361
392.18,2.7249,35.861,2.1132,1.258,0.10181,0.074007,0.15827,0.14739,0.23325,0.11827,0.17069,0.11417,2.375860289804663
403.52,2.7022,27.751,2.1034,1.3001,0.098423,0.072286,0.15758,0.14682,0.23365,0.12106,0.16974,0.11461,2.4142610230757326
387.37,2.6646,61.078,2.0945,1.3016,0.10943,0.078596,0.15991,0.14975,0.23175,0.11535,0.17306,0.11322,2.432631655816579
387.88,2.7065,61.525,2.0493,1.3055,0.11087,0.079825,0.16046,0.15057,0.23148,0.11533,0.17407,0.11331,2.441383161111086
387.25,2.6349,61.026,2.1263,1.318,0.10847,0.077769,0.15955,0.14919,0.23193,0.11546,0.17238,0.11316,2.445911833902875
388.14,2.6704,58.556,2.066,1.3165,0.10975,0.079039,0.16013,0.15017,0.23166,0.11505,0.17354,0.11339,2.4492833026534764
419.59,2.6291,38.806,2.0488,1.3393,0.10401,0.07601,0.15906,0.14913,0.23233,0.12019,0.17185,0.11427,2.466077222802719
392.56,2.5841,62.393,2.1369,1.3487,0.10823,0.077637,0.15945,0.1492,0.23186,0.11563,0.17214,0.11317,2.4760234252166917
398.17,2.5674,61.649,2.0949,1.3466,0.10913,0.078687,0.15989,0.15009,0.23155,0.11554,0.17294,0.11338,2.47785211963165
