Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1169.4,0.22908,122.63,5.5133,0.044453,0.097674,0.11431,0.13583,0.098175,0.13314,0.2343,0.2552,0.030602,1.1436911470809645
1165.5,0.22956,123.09,5.5075,0.044509,0.097561,0.11433,0.1358,0.098185,0.13318,0.23441,0.25519,0.03064,1.1438018039905427
1159.1,0.22892,123.65,5.4948,0.044637,0.097467,0.11436,0.13576,0.098202,0.13326,0.23857,0.25519,0.030683,1.1481304134945756
1173.6,0.22628,123.31,5.5077,0.044497,0.098247,0.1143,0.13591,0.09824,0.13317,0.23803,0.25516,0.030648,1.1482032695225792
1175.1,0.22471,123.15,5.5132,0.044414,0.097511,0.11431,0.13591,0.0982,0.13314,0.24041,0.2552,0.030626,1.1497336858122542
1177.5,0.22575,123.48,5.5116,0.044456,0.09827,0.11429,0.13594,0.09825,0.13314,0.24054,0.25516,0.030653,1.150695899624618
1174.9,0.22497,123.64,5.5056,0.044508,0.098278,0.1143,0.13594,0.09826,0.13318,0.2408,0.25516,0.030668,1.1510887874345859
1178.3,0.22425,122.76,5.5247,0.044284,0.097564,0.11431,0.1359,0.098147,0.13309,0.24288,0.25524,0.030585,1.152010041769323
1171.7,0.22691,123.98,5.5074,0.04449,0.09761,0.11431,0.13588,0.098241,0.13317,0.2428,0.25517,0.030691,1.152364781795025
1154.0,0.22915,123.15,5.4936,0.044646,0.097554,0.11439,0.1357,0.098149,0.13328,0.24349,0.25523,0.030653,1.1530853580503744
