Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
97.662,0.31016,915.75,276.61,431.01,852.15,91.904,3.5934,0.49239,0.13378,0.043671,0.11782,0.11467,0.099483,0.061923,0.22491,0.079751,1.3684156360684188
97.662,0.31016,915.75,276.61,431.01,852.15,88.845,3.5934,0.49989,0.13372,0.04368,0.11795,0.1146,0.09949,0.061616,0.22492,0.079606,1.3754827633419162
97.667,0.30119,816.93,280.44,432.97,833.96,91.69,3.591,0.5047,0.13375,0.043841,0.11795,0.11428,0.099392,0.061077,0.22472,0.079164,1.3788798951382346
97.688,0.31041,915.77,276.8,424.69,852.2,88.838,3.5264,0.51062,0.13382,0.043554,0.11779,0.1148,0.099276,0.062667,0.22504,0.080322,1.3878827577282087
30.021,58.559,924.15,14.428,72.418,839.18,58.768,4.5925,0.5406,0.13913,0.054353,0.11544,0.11087,0.10324,0.043649,0.22927,0.053929,1.3904975273314362
99.837,0.30587,794.31,280.05,430.11,838.02,91.394,3.419,0.5196,0.13398,0.043548,0.11753,0.1147,0.098999,0.063398,0.22487,0.08077,1.3973948071283875
97.675,0.26154,915.77,282.62,438.07,838.5,91.283,3.6563,0.52165,0.13364,0.043587,0.11785,0.11479,0.10015,0.06205,0.22498,0.079706,1.398402902097428
97.73,0.31048,796.73,277.28,434.86,840.61,89.027,3.7405,0.53876,0.13352,0.044235,0.11854,0.1138,0.099398,0.058267,0.22444,0.077369,1.4083280430880616
102.46,0.31105,813.86,260.79,377.81,778.92,89.261,3.7479,0.54564,0.13376,0.0447,0.11903,0.11269,0.098862,0.05719,0.22475,0.076235,1.4128555101425355
99.991,0.29392,918.05,286.1,447.44,852.24,89.385,3.5796,0.53559,0.1337,0.043454,0.11773,0.11502,0.099982,0.062632,0.22494,0.080295,1.413345103075382
