Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
3850.9,0.10605,148.6,3.9395,0.33802,0.044417,0.21995,0.053718,0.098254,0.11403,0.079697,0.12042,0.13562,1.2041209640883341
3853.9,0.10585,148.43,3.9163,0.3392,0.044379,0.21999,0.054077,0.098246,0.11403,0.079947,0.12037,0.13565,1.2058990359837058
3801.0,0.10683,148.66,3.9153,0.34006,0.044443,0.21998,0.053689,0.098243,0.11396,0.079688,0.1204,0.13563,1.2061013136852619
3875.1,0.10523,148.97,3.933,0.34406,0.044389,0.21996,0.053966,0.098263,0.11408,0.079872,0.12033,0.13564,1.2105702237443046
3887.9,0.10619,146.91,3.9705,0.34615,0.044391,0.21992,0.053599,0.098286,0.114,0.079571,0.12064,0.13557,1.212125790480972
3855.8,0.10728,146.04,3.9343,0.34655,0.044368,0.21998,0.053925,0.098299,0.11394,0.079795,0.12067,0.1356,1.2131223637295359
3910.5,0.10303,148.43,3.973,0.34829,0.044413,0.2199,0.053567,0.098284,0.11406,0.079561,0.12046,0.13558,1.2141199256430115
3913.0,0.10294,149.65,4.0427,0.3508,0.044528,0.21979,0.052574,0.098236,0.11409,0.078887,0.12053,0.13548,1.2149239592919552
3911.1,0.10305,148.45,3.9945,0.35121,0.04444,0.21987,0.053267,0.098267,0.11405,0.079349,0.12052,0.13555,1.2165270811925153
3850.5,0.10681,147.69,3.9012,0.34968,0.04434,0.22002,0.054336,0.098208,0.11402,0.08012,0.12041,0.13567,1.2168027478251655
