Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1696.4,0.26204,175.19,2.0454,0.015331,0.01533088587289015
1696.4,0.26204,175.19,2.0454,0.015331,0.01533088587289015
1696.4,0.26204,175.19,2.0454,0.015331,0.01533088587289015
1696.4,0.26204,175.19,2.0454,0.015331,0.01533088587289015
1696.4,0.26204,175.19,2.0454,0.015331,0.01533088587289015
1696.4,0.26204,175.19,2.0454,0.015331,0.01533088587289015
1696.4,0.26204,175.19,2.0454,0.015331,0.01533088587289015
1696.4,0.26204,175.19,2.0454,0.015331,0.015330885872890214
1696.4,0.26204,175.19,2.0454,0.015331,0.015330885872890214
1696.4,0.26204,175.19,2.0454,0.015331,0.015330885872890214
