Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
1734.4,0.1641,127.16,2.6404,0.32694,0.10344,0.068901,0.15261,0.14353,0.23518,0.10932,0.16429,0.11343,1.4176292002983124
1736.2,0.16444,127.15,2.644,0.33022,0.10337,0.068776,0.15257,0.14344,0.2352,0.10929,0.16423,0.11342,1.4205177491691892
1735.5,0.16216,127.32,2.6703,0.3331,0.10283,0.067863,0.15237,0.14268,0.23542,0.10924,0.16376,0.11334,1.4205978469210074
1735.4,0.16278,127.16,2.6455,0.33275,0.10335,0.068729,0.15257,0.14338,0.23522,0.1093,0.1642,0.11342,1.4228997209622352
1729.6,0.16225,127.53,2.6619,0.33725,0.10299,0.068139,0.15243,0.14289,0.23536,0.10923,0.16389,0.11337,1.4255517356774003
1729.7,0.16424,127.42,2.6732,0.3392,0.10276,0.067742,0.15234,0.1426,0.23544,0.10911,0.1637,0.11332,1.4262035212505608
1729.2,0.16214,127.98,2.6378,0.34341,0.10346,0.069003,0.15264,0.14357,0.23516,0.10898,0.16431,0.11345,1.4339867177681929
1734.5,0.16585,127.19,2.6008,0.34201,0.10423,0.070351,0.15294,0.14473,0.23482,0.10921,0.16501,0.11357,1.436875744511595
1729.6,0.16233,126.91,2.6838,0.35156,0.10253,0.067369,0.15225,0.14228,0.23554,0.10923,0.1635,0.1133,1.4375629941492996
1750.3,0.16246,125.55,2.6552,0.35125,0.10323,0.068401,0.15248,0.14315,0.2353,0.10944,0.16409,0.11339,1.44073700733355
