Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g138),Error (g185),Error (g39),Error (g238),Error (g223),Error (g164),Error (curve),Error (g50),Error (g243),Reduced Error
3086.7,6.9766,403.5,6.8192,0.1242,0.072081,0.11974,0.15761,0.93734,0.13916,1.103,0.11234,0.057503,2.8229943393818364
3086.3,6.9743,403.51,6.8192,0.12419,0.07211,0.11974,0.1576,0.94272,0.13919,1.1012,0.11235,0.057495,2.8265872310008633
3086.7,6.946,403.5,6.8192,0.12409,0.072461,0.11975,0.15746,1.0292,0.13959,1.0659,0.11247,0.057382,2.8783595925412224
3085.8,6.9451,403.51,6.8198,0.12408,0.072473,0.11976,0.15747,1.0272,0.13959,1.0762,0.11246,0.057382,2.8866253358955802
3084.1,6.994,403.28,6.8255,0.12422,0.071852,0.1198,0.15782,0.85821,0.13881,1.2804,0.11198,0.057589,2.9207288513139056
3089.8,6.9446,403.57,6.8265,0.12409,0.072377,0.1198,0.15756,1.0089,0.13948,1.1398,0.11232,0.057398,2.9316777311097266
3087.1,7.0153,403.78,6.8311,0.12441,0.071369,0.11977,0.15805,0.79414,0.13828,1.3714,0.11203,0.057741,2.9471950572220305
3088.8,6.9262,404.32,6.831,0.12406,0.072515,0.11975,0.15749,1.0317,0.13966,1.1416,0.11264,0.057347,2.956753999814956
3088.1,6.9465,403.47,6.827,0.12408,0.072369,0.11981,0.15759,0.99789,0.13944,1.1931,0.11226,0.057409,2.9739439297235224
3086.8,6.9303,403.77,6.8171,0.12406,0.072659,0.11971,0.15733,1.0808,0.13984,1.1117,0.11272,0.057316,2.976157487267271
