Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g138),Error (g185),Error (g39),Error (g238),Error (g223),Error (g164),Error (curve),Error (g50),Error (g243),Reduced Error
3967.3,8.1139,410.34,7.4358,0.16282,0.068592,0.11319,0.15488,0.23044,0.12825,1.8278,0.11722,0.063149,2.866345463224158
3967.4,8.1804,412.11,7.4445,0.16174,0.068362,0.1132,0.15509,0.23431,0.128,1.8879,0.11768,0.063339,2.929607433151018
3967.5,8.2618,413.11,7.4334,0.16166,0.068378,0.11323,0.15512,0.23528,0.12806,1.9064,0.11787,0.063298,2.9493494173299486
3967.5,8.2556,413.3,7.4446,0.16166,0.068311,0.11323,0.1552,0.23608,0.12798,1.9148,0.11805,0.063381,2.958655108417024
3944.3,8.1012,410.34,7.4411,0.16173,0.068484,0.11319,0.15515,0.2355,0.12823,1.9309,0.11811,0.06321,2.9745123235826054
3992.9,8.266,412.98,7.3878,0.16308,0.068659,0.11326,0.15448,0.22776,0.1283,2.129,0.11608,0.063016,3.1635913333405554
3945.8,7.9317,407.54,7.4181,0.16177,0.068652,0.11317,0.15472,0.22954,0.12833,2.3782,0.11663,0.063025,3.414031582309078
3889.8,7.9749,408.84,7.4611,0.15911,0.068234,0.11309,0.15574,0.24577,0.12816,2.3869,0.12003,0.063416,3.4404441183592724
3964.7,8.253,414.25,7.4664,0.16033,0.068011,0.11324,0.15542,0.24139,0.12767,2.4939,0.11847,0.06362,3.54204327122418
3936.1,7.836,406.27,7.59,0.16269,0.068169,0.11296,0.15595,0.24198,0.12788,2.5401,0.12063,0.063702,3.594052106202519
