Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g262),Error (g80),Error (g126),Error (g237),Error (g223),Error (curve),Error (g51),Error (g72),Reduced Error
1278.5,0.4559,178.7,1.3922,0.12712,0.12441,0.25539,0.17377,0.19079,0.20201,0.78149,0.19018,0.10512,2.1502870952980473
1279.3,0.45512,180.24,1.3939,0.1271,0.12437,0.25539,0.17375,0.19076,0.20207,0.78235,0.19014,0.10516,2.151080564169673
1280.8,0.45089,181.9,1.3931,0.1271,0.12438,0.25539,0.17381,0.1908,0.20214,0.78598,0.19016,0.10531,2.1550740999216975
1279.6,0.45511,174.6,1.3936,0.1271,0.12439,0.25541,0.17367,0.19071,0.20191,0.78842,0.19015,0.10454,2.1562969483939782
1347.4,0.42567,174.14,1.4099,0.12687,0.12394,0.25541,0.17324,0.19034,0.20227,0.79196,0.18973,0.10502,2.158780730534002
1278.4,0.4556,181.86,1.3971,0.12706,0.12429,0.25539,0.17369,0.19071,0.20213,0.79043,0.19004,0.10511,2.158840129155266
1269.3,0.4562,177.29,1.4011,0.127,0.1242,0.25542,0.17354,0.19057,0.20202,0.79323,0.18992,0.10472,2.1606254110289767
1279.1,0.45733,180.85,1.3883,0.12718,0.12451,0.25537,0.17391,0.1909,0.20201,0.79093,0.19031,0.10567,2.160790742582275
1278.6,0.45579,181.16,1.4021,0.12699,0.12416,0.2554,0.17354,0.19059,0.20214,0.79479,0.18989,0.10516,2.1626572297300894
1328.8,0.42755,177.48,1.3883,0.12714,0.12449,0.2554,0.17388,0.19087,0.20225,0.7947,0.19033,0.10492,2.163969347822628
