Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (curve),Error (g14),Error (g95),Error (g240),Error (g72),Error (g287),Error (g101),Error (g207),Reduced Error
294.49,48.531,744.55,834.52,326.0,439.4,401.4,2.5912,0.12949,1.2462,0.044057,0.15972,0.23187,0.10115,0.1289,0.1324,0.135,2.3087446395934412
294.49,48.531,744.55,834.52,320.48,439.4,401.4,2.5912,0.12938,1.2648,0.043955,0.15941,0.2318,0.10145,0.12871,0.13191,0.13455,2.3259332201925846
247.28,76.732,688.6,816.7,329.5,442.59,427.49,2.8229,0.12012,1.3937,0.04609,0.14118,0.22364,0.10537,0.12178,0.071244,0.10591,2.3290547955668557
292.84,48.408,744.54,834.4,325.64,428.53,403.05,2.5685,0.12967,1.278,0.044101,0.15969,0.23188,0.10121,0.1284,0.13235,0.13472,2.340005099732756
294.47,48.647,748.36,833.8,344.28,440.62,397.37,2.5782,0.12988,1.281,0.044403,0.16079,0.23215,0.10046,0.12956,0.13413,0.13651,2.3488756348608715
295.36,47.447,744.57,834.42,325.62,428.64,402.83,2.5856,0.12977,1.3112,0.044176,0.16028,0.23201,0.10054,0.12896,0.13328,0.13566,2.375819499455521
296.83,48.905,739.14,835.09,299.1,444.82,399.77,2.6068,0.12869,1.3277,0.043435,0.15783,0.23139,0.10294,0.12795,0.12947,0.13237,2.3817257142776684
293.2,49.394,744.27,834.02,324.3,439.41,401.41,2.5904,0.12925,1.3389,0.043867,0.15877,0.23162,0.10176,0.12809,0.13102,0.13353,2.396760292391317
249.45,78.815,689.23,847.91,333.49,444.7,424.57,2.8191,0.11959,1.4642,0.045747,0.14147,0.22354,0.1054,0.12235,0.072331,0.10626,2.400923670117422
251.93,77.022,688.53,816.9,323.71,442.3,421.62,2.8057,0.12049,1.4702,0.045924,0.14039,0.22356,0.10492,0.1209,0.071113,0.10449,2.401955523844296
