Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
909.32,2.6993,188.95,1.8713,0.0,0.0
924.8,2.7425,189.92,1.8501,0.0,0.0
911.51,2.7252,188.91,1.8917,0.0,0.0
913.82,2.7438,190.08,1.8972,0.0,0.0
905.37,2.7226,187.25,1.8889,0.0,0.0
915.99,2.7784,191.76,1.882,0.0,0.0
909.18,2.7152,189.6,1.872,0.0,0.0
922.78,2.7333,186.09,1.886,0.0,0.0
919.98,2.6923,189.78,1.8639,0.0,0.0
917.32,2.9951,205.59,1.6764,0.0,0.0
