Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1055.1,0.25669,123.52,4.8248,0.05569,0.10955,0.1137,0.13838,0.10327,0.13772,0.28673,0.25194,0.033084,1.2300547293994415
1055.2,0.25718,123.53,4.85,0.055292,0.1096,0.11371,0.13833,0.10306,0.13752,0.28759,0.25207,0.032962,1.2301342806544986
1038.5,0.26077,123.45,4.8842,0.0547,0.1096,0.11372,0.13833,0.10277,0.13722,0.28872,0.25225,0.032855,1.2301847309137748
1054.7,0.25675,123.39,4.8212,0.05575,0.10954,0.1137,0.13839,0.10329,0.13774,0.28717,0.25192,0.033095,1.2306087909123284
1053.5,0.25669,123.54,4.8268,0.055647,0.10956,0.11371,0.13838,0.10325,0.1377,0.28777,0.25195,0.033082,1.231051074608555
1056.0,0.25695,123.8,4.8215,0.055745,0.10953,0.1137,0.13838,0.1033,0.13774,0.28808,0.25192,0.03311,1.2315044879726564
1056.1,0.25773,123.29,4.8663,0.05505,0.10961,0.11372,0.1383,0.10291,0.1374,0.29006,0.25216,0.032868,1.2320762600371666
1057.4,0.25797,122.4,4.8591,0.055199,0.1096,0.11372,0.13831,0.10293,0.13745,0.29009,0.25214,0.032847,1.2322884890490782
1058.0,0.25664,123.51,4.8483,0.055329,0.10959,0.11371,0.13833,0.10308,0.13754,0.29016,0.25206,0.032962,1.2327529076707011
1052.7,0.25669,123.54,4.8026,0.056032,0.10949,0.1137,0.13843,0.10345,0.13788,0.2891,0.25182,0.0332,1.2331064965783438
