Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
682.99,0.58645,139.33,8.98,0.15876,0.12009,0.1249,0.056852,0.13971,0.1152,0.27877,0.07033,0.35748,1.4220940358988465
673.97,0.58346,140.8,8.9682,0.15892,0.11985,0.12482,0.056844,0.13969,0.11643,0.2814,0.070286,0.36345,1.4316889748922166
673.75,0.58445,141.02,8.9689,0.15893,0.11983,0.12482,0.056844,0.13968,0.11651,0.28923,0.070274,0.35772,1.4338394451138239
694.0,0.59013,137.62,9.0521,0.15859,0.1203,0.12487,0.05678,0.13984,0.11389,0.28644,0.070389,0.36317,1.43428795148982
678.37,0.58017,140.29,9.0381,0.15886,0.11994,0.12467,0.05675,0.13984,0.11585,0.2587,0.07039,0.39069,1.4356882532524193
677.47,0.57936,140.22,9.0115,0.15888,0.11993,0.12472,0.056781,0.1398,0.11595,0.26116,0.070368,0.38931,1.4369015573851525
678.22,0.5819,140.51,9.0709,0.15885,0.11993,0.12459,0.056708,0.13989,0.11584,0.25786,0.07041,0.39299,1.4370587774795403
684.28,0.5804,140.23,9.0567,0.15879,0.12002,0.12466,0.056733,0.13984,0.11536,0.25658,0.070401,0.39549,1.4378784160847156
668.54,0.59234,138.37,9.0687,0.15884,0.11999,0.12467,0.056736,0.13999,0.1157,0.29363,0.070459,0.35951,1.4395242995350894
688.2,0.58127,139.23,9.0553,0.15872,0.12013,0.12472,0.056748,0.13986,0.11478,0.26046,0.070417,0.39403,1.4398664551996307
