Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1139.2,0.23395,122.74,5.2986,0.048881,0.099473,0.1141,0.13724,0.099628,0.13484,0.28274,0.25442,0.031756,1.2030866635830673
1138.4,0.23262,121.31,5.3517,0.04807,0.091854,0.11421,0.13704,0.099201,0.13465,0.31361,0.25471,0.031439,1.2247795446988048
1150.1,0.23598,122.53,3.7056,0.077918,0.10157,0.11281,0.14493,0.11744,0.14869,0.25592,0.24444,0.042592,1.246303915705451
1142.1,0.23697,124.08,4.6921,0.058243,0.10926,0.11346,0.13879,0.10457,0.13905,0.30363,0.25105,0.034452,1.252496345389648
1143.3,0.23717,124.19,4.7071,0.057973,0.10937,0.11346,0.13874,0.10443,0.13893,0.30427,0.25114,0.034383,1.252694280788783
1142.0,0.23689,124.12,4.6905,0.058268,0.10924,0.11346,0.13879,0.10459,0.13906,0.30396,0.25104,0.034462,1.2528685210086075
1142.2,0.23684,124.11,4.6892,0.058293,0.10923,0.11345,0.1388,0.1046,0.13907,0.30403,0.25103,0.034468,1.2529731159649118
1142.1,0.23687,124.11,4.6891,0.058294,0.10923,0.11345,0.1388,0.1046,0.13907,0.30404,0.25103,0.034468,1.2529927008578705
1142.1,0.23745,123.14,4.7588,0.057081,0.10984,0.11351,0.13856,0.10392,0.13856,0.3063,0.25144,0.034074,1.2532909330146043
1139.3,0.23736,124.12,4.6905,0.058264,0.10924,0.11346,0.13879,0.10459,0.13906,0.30487,0.25104,0.034459,1.25376844602866
