Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
648.23,0.58419,141.02,8.4414,0.15955,0.1195,0.12637,0.057661,0.13868,0.1212,0.36227,0.069744,0.41476,1.5697350801608567
653.77,0.57988,141.26,8.498,0.1595,0.1195,0.12623,0.057568,0.13884,0.12093,0.35498,0.069819,0.42289,1.5702629773935408
656.86,0.58111,141.56,8.4797,0.15947,0.11953,0.1263,0.057601,0.13875,0.12082,0.35827,0.069763,0.421,1.5715031844473288
649.8,0.57931,141.3,8.5019,0.15955,0.11944,0.12618,0.057561,0.13888,0.12127,0.35925,0.069829,0.42093,1.5728964907609784
647.59,0.58458,141.11,8.5126,0.15954,0.11944,0.12618,0.057555,0.1389,0.12123,0.36014,0.069834,0.42023,1.5730549714815028
658.27,0.5803,140.26,8.4806,0.15939,0.11968,0.12632,0.05758,0.13877,0.12002,0.35321,0.069849,0.43011,1.5749380553390104
658.35,0.58102,140.2,8.4803,0.15938,0.11969,0.12633,0.057581,0.13877,0.11997,0.35358,0.069848,0.4305,1.5756439782256804
658.37,0.57861,140.21,8.4808,0.15939,0.11968,0.12631,0.057575,0.13879,0.12003,0.35358,0.06986,0.43105,1.5762597140063768
657.85,0.58049,140.16,8.4844,0.15938,0.11969,0.12631,0.057574,0.13879,0.12,0.35428,0.069859,0.43075,1.576637272133891
661.26,0.58029,140.88,8.4806,0.15939,0.11965,0.12634,0.05759,0.13874,0.12014,0.35805,0.069807,0.42812,1.5778250075802802
