10.0, 0.304269
20.0, 0.249357
30.0, 0.237779
40.0, 0.23584
50.0, 0.225833
60.0, 0.213697
70.0, 0.207889
80.0, 0.201383
90.0, 0.186226
100.0, 0.173673
110.0, 0.166432
120.0, 0.152807
130.0, 0.141861
140.0, 0.137322
150.0, 0.132082
160.0, 0.130148
170.0, 0.127444
180.0, 0.126436
190.0, 0.12267
200.0, 0.118267
210.0, 0.11181
220.0, 0.107202
230.0, 0.102624
240.0, 0.098959
250.0, 0.097517
260.0, 0.094973
270.0, 0.093549
280.0, 0.09071
290.0, 0.088634
300.0, 0.085987
310.0, 0.08481
320.0, 0.08481
330.0, 0.08481
340.0, 0.08436
350.0, 0.082401
360.0, 0.081509
370.0, 0.081509
380.0, 0.079188
390.0, 0.078601
400.0, 0.077596
410.0, 0.076713
420.0, 0.076713
430.0, 0.076299
440.0, 0.074345
450.0, 0.07352
460.0, 0.072642
470.0, 0.071606
480.0, 0.070281
490.0, 0.070281
500.0, 0.070272
510.0, 0.069976
520.0, 0.06994
530.0, 0.069811
540.0, 0.069637
550.0, 0.069205
560.0, 0.069205
570.0, 0.069205
580.0, 0.069205
590.0, 0.069205
600.0, 0.069205
610.0, 0.069205
620.0, 0.069205
630.0, 0.069205
640.0, 0.069205
650.0, 0.069205
660.0, 0.069205
670.0, 0.068512
680.0, 0.06851
690.0, 0.06851
700.0, 0.068394
710.0, 0.068024
720.0, 0.067906
730.0, 0.067723
740.0, 0.067415
750.0, 0.067415
760.0, 0.067114
770.0, 0.067014
780.0, 0.067014
790.0, 0.066961
800.0, 0.066482
810.0, 0.066078
820.0, 0.06588
830.0, 0.06588
840.0, 0.065672
850.0, 0.065672
860.0, 0.065672
870.0, 0.064584
880.0, 0.064584
890.0, 0.064584
900.0, 0.064584
910.0, 0.064584
920.0, 0.063836
930.0, 0.063484
940.0, 0.063484
