Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g59),Error (g237),Error (curve),Error (g63),Error (g86),Reduced Error
452.96,0.34163,126.6,19.996,0.064374,0.061273,0.086389,0.42318,0.14011,0.059341,0.8346732211445363
457.06,0.32452,130.56,19.986,0.064561,0.061288,0.086219,0.42446,0.141,0.05959,0.8371174111501417
448.51,0.36117,123.04,19.976,0.064134,0.061248,0.08661,0.43167,0.13908,0.059067,0.8418041076072769
448.51,0.36117,123.04,19.939,0.06416,0.061286,0.086569,0.4324,0.13899,0.059037,0.8424330486576146
442.12,0.36753,126.66,19.934,0.063789,0.061256,0.08692,0.43424,0.13789,0.058809,0.8429123829530648
451.08,0.33753,127.2,19.944,0.064367,0.061344,0.086388,0.43291,0.13997,0.059294,0.8442656600383431
447.83,0.34318,128.02,19.895,0.064216,0.061379,0.086498,0.43416,0.13926,0.059118,0.8446316345254361
448.37,0.361,122.66,19.839,0.064234,0.061393,0.086458,0.43661,0.13876,0.058958,0.8464185163392304
451.36,0.3429,124.62,19.978,0.064373,0.061314,0.086401,0.43879,0.14,0.059289,0.8501609258326634
442.32,0.38603,126.36,19.935,0.063617,0.061157,0.087083,0.44274,0.13715,0.058659,0.8504012477552271
