Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
912.99,2.7321,188.7,1.8828,0.0,0.0
911.24,2.7673,190.74,1.8671,0.0,0.0
907.5,2.7176,186.75,1.8747,0.0,0.0
899.68,2.6716,186.6,1.8676,0.0,0.0
891.99,2.7435,185.8,1.8793,0.0,0.0
905.09,2.7353,189.26,1.8798,0.0,0.0
910.1,2.7196,187.75,1.8942,0.0,0.0
913.42,2.7089,188.43,1.866,0.0,0.0
904.17,2.6919,189.47,1.8417,0.0,0.0
1349.9,2.2853,193.74,1.3846,0.0,0.0
