Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g86),Error (curve),Error (g237),Error (g303),Reduced Error
1148.4,0.20738,121.89,17.411,0.062791,0.12976,0.055827,0.22175,0.08451,0.070805,0.6254416486219916
1157.1,0.207,121.83,17.5,0.062753,0.12983,0.055844,0.22246,0.084478,0.070848,0.626212098504348
1156.8,0.20706,122.07,17.665,0.062712,0.12984,0.055858,0.22269,0.084489,0.070819,0.6264028179612469
1156.8,0.20711,122.11,17.673,0.06271,0.12984,0.055859,0.22273,0.08449,0.070816,0.6264392599660025
1142.8,0.21115,121.93,17.804,0.062667,0.12989,0.055875,0.22464,0.084486,0.070816,0.6283738716465019
1174.7,0.19996,123.45,17.514,0.062791,0.12962,0.055817,0.22509,0.08457,0.070684,0.6285774964794553
1153.3,0.2059,121.87,17.497,0.062775,0.12977,0.055834,0.2249,0.084509,0.070806,0.6285986489466627
1148.5,0.21031,122.56,18.012,0.062611,0.12988,0.055886,0.22558,0.084499,0.070773,0.6292370130329068
1142.9,0.21091,122.28,17.763,0.062681,0.12985,0.055868,0.22556,0.084502,0.070786,0.629238845850087
1152.2,0.2106,121.29,17.834,0.062643,0.12998,0.055886,0.22545,0.084428,0.07091,0.6292966072572879
